mod_id;mod_mo_id;mod_it_id;mod_qtity;mod_fromlocation;mod_tolocation
325;9851;9851;1650;BEF4Y809NC0HC19 ;24S9MTIOINLJPCB 
326;11;11;5192;AT9XJXRY6WIUS06 ;9SWFOIBCZK6KDFD 
327;350;350;10772;DR5VEKP0RL7O41M ;WC8XTOYU6DMOLCY 
328;5;5;13628;WUOEILXENHY2Q6H ;Z5EP6R4KTG91MYB 
329;9795;9795;7460;6I3LVEWQ486XP2T ;9YMC4D4KU19AVMQ 
330;5015;5015;1801;96YXCSZRUR8WMMA ;MGL70OF58N4CFW8 
331;402;402;5087;4LHMX1GHXX9AFZO ;2IFMQLLL1UV4HTP 
332;356;356;14103;NSTJ7JAEIBR36Z3 ;PMF5C33LJH3H9R5 
333;9510;9510;5376;XKT4L778PGZEIPC ;T18C74W0UZ65SAN 
334;1777;1777;7827;2N9TTQDLA34L9DB ;XYNSH2VYFT28H4C 
335;1803;1803;14056;URDU6KZGKKUQJWV ;PXAGLCYLPEADWXS 
336;1390;1390;12919;ZX1IQAO668TH3MY ;TOJB3CFR69XE1NI 
337;275;275;3890;41KRBHNIOT98WN1 ;MWGUZ7TLZ233RH1 
338;249;249;1782;8AMCBT7J36OYQHD ;0UESL16CIJACFKJ 
339;5058;5058;510;MIMHB4HH9JTX0FA ;VKQ0GX9MVYC19CZ 
340;8669;8669;6878;6F9SZL0BU0N4TPR ;7ED79P4LP4CGXH5 
341;216;216;9893;FALD0J24S43S0AJ ;I176Q112LSXNP43 
342;9640;9640;13326;W4RB8KY1HANBGCO ;JL407BS5G5BCLSP 
343;9634;9634;10433;RMHPTWIMC4ZVH8A ;SXJ74TX6DAMGSGW 
344;6511;6511;3199;GZ8OXGYVCKVQWQN ;07WBC57681PLPPH 
345;171;171;4030;FJ0DSTVZL4Y3L3K ;2JURLW0QNYNWPCD 
346;3227;3227;13222;Z3UH40MBOLD90SQ ;8QBEVD1NQCZ33BG 
347;9921;9921;4107;GJFY7WQN482SHUA ;TUE8L5Z466NEHBH 
348;9301;9301;12054;ZMQSW6BFWOP6FLZ ;NPDZD3WOI709WXM 
349;192;192;4784;DCM1OL22C7CVXUT ;I02VX5E3R77OQN5 
350;279;279;1725;B59E2YPA7Z2I7K7 ;V2FDYG9QXPQE4P7 
351;1693;1693;4391;99E578KEJNFPTGH ;KBWH8MYIB986V7Y 
352;9550;9550;8063;VVVACKRFMCUOJJV ;1LETI8D1QCX8E0Z 
353;9895;9895;46;ZUMOFOM3LVUEJ0G ;0Z4ERO684W2P83U 
354;9670;9670;6718;H0NBOX5PHZJUEVU ;QVCIBDQBXURVOP4 
355;9432;9432;7451;RMPYUTL69SPHPCV ;A65V2J3CE5PL6OS 
356;859;859;10985;W36IWK42PW6G5RO ;I7IINGPM9THWXBK 
357;1688;1688;8140;0UNXBHXOEG1W7N0 ;SQF1XYN6RZ46O44 
358;763;763;14805;4XYBPC37IN9XM51 ;14DG7LOTGJM927F 
359;672;672;6180;3ZHUOYAE5I3FI7U ;KATG9RPJKBQNCJY 
360;734;734;14435;W0C7TD0OQGFN8Z1 ;P7USX3762LKECE4 
361;9711;9711;12247;EKT765G5MK578OO ;K0LDAOZAFUWVU0G 
362;48;48;13078;T70MTTOPZT38JM6 ;KHJUCN5H2NDN6A7 
363;9989;9989;9205;GU1YEMVRJ6L98TF ;663CYKU17JD37BC 
364;1470;1470;6702;R4U0YFGLV38C17M ;5NTVU98WV4ANAC4 
365;809;809;8909;DYQDNQW6B92M8FH ;MQOOW4Y0MIMS919 
366;9802;9802;12920;D1HES571EG2BEJP ;BBIJHCCXX6GUA7Q 
367;938;938;3033;JLV921F08NOODTC ;F8GHMN51PT8BMFN 
368;586;586;13443;L1Y0Q878QPZ7OLS ;UJBYULNADRQQN4Q 
369;891;891;7121;KQ2NJ83BLG65HJO ;RRD1LS4N6HUO30A 
370;9624;9624;11597;3LPCKOLBDNID28C ;JN0QVS1UK53UWFD 
371;9659;9659;5792;UV4MQOXDYME921Q ;3UJV1L81FOSDRZ7 
372;231;231;5175;0E32VG8V4R9WPP9 ;H8603ZIZPJGFP9Q 
373;2484;2484;6785;3IALE1UEOBDX9B9 ;NULL
374;599;599;1706;WACO5ARDN8IYF0O ;39K9GEGYEYB7ZO2 
375;3324;3324;13971;D16JR5SZJODJ2BL ;YQDO8DH3BK6I4TC 
376;533;533;1793;IXZEDK7TRWY6IVZ ;X19IEYW2S8L5OB0 
377;1910;1910;2999;N5K85QKRHD4HW7B ;GVGZV2IQRGXW8XT 
378;89;89;5071;MQGH09VSUCRU6MG ;L59YEK6ZTBWZRBF 
379;1281;1281;7505;OPWXRDMRD8WZGQW ;J529CD9VIJQX0ZU 
380;473;473;3429;LMJSEINEARDSYQK ;FZJI11LVOH5K5IY 
381;9540;9540;1084;WHS6BEK93P4SCVC ;1XC2VJ98WEGVU9Z 
382;9690;9690;13719;G88K2N852HMZZUT ;G2KRSXYIJ6LU7PQ 
383;339;339;8844;O12ZXP771APPEV1 ;K9W3MRYVQBMNLQ1 
384;1342;1342;5735;EACQH0S88M4TRL9 ;IB33Y6O4YUIOYE0 
385;646;646;12410;WH3BSD5Q01ISYJR ;NGAKCV7O3P1GBBW 
386;537;537;12024;F8KPH24N8UQALEF ;56CWLM1ELS5R99X 
387;391;391;14057;0GTWRQL14LQGH0A ;AFZ4FG2M4F0847T 
388;9863;9863;13658;VWEJ0KRTCG2YMU4 ;YPJR14L1FWYKQFF 
389;322;322;375;L2RIPUGOMJKWCO6 ;SQ6VBRDO4QS6MS9 
390;83;83;3070;J2FPZWFGO0JBOME ;ZHTJQ596TYPJIHW 
391;126;126;4779;G4UE8SY0FPWHZVG ;Z6GE1XB6CVNBBFE 
392;7763;7763;4086;9UEKFFMPNBTPA50 ;NKL8LW3MGZ2D1U6 
393;587;587;10603;4AF8URZR3E9AZYH ;T36FBUC16M6UHYU 
394;102;102;1076;JW1U7UU1H4RXY8P ;K2VXVN323TX1UY4 
395;123;123;9631;PXDOF8THUNG05BP ;P0H88YBS7J1ZP85 
396;573;573;11816;UZ6E45R9GEQPZ2S ;4OSZY8R603BIXB7 
397;93;93;4120;OZL2LSDB3J0KDUV ;HO5GGM5LR3PBL3D 
398;1376;1376;3730;E32Z2B5J5381H3I ;OFX655JG9B84MTV 
399;9231;9231;9291;UMB5QN31LVBK56V ;CTH03O2II77VIGK 
400;359;359;6110;IKAWZTSDT2XHKCT ;QGTHD03C5O74D0Y 
401;2167;2167;10188;18QRIPGRZ0D7ZLD ;7TYSMCR0CENXXNX 
402;432;432;5664;7MIXSLS0TYCNPMH ;RBE6ZDICQ5VFGX4 
403;115;115;4932;1BJXG33T3JXYGKE ;89NPHRADOT5YC5E 
404;1423;1423;8187;OY9XTW7FGPXJDS2 ;QED1MRZUAM2GHCJ 
405;217;217;10933;I35N1GH4IPT9OTK ;A5OO08BZ10H68JZ 
406;3699;3699;14216;K3ZQCKG533HQ5KF ;RDO1K2VGASFVOUW 
407;1186;1186;1278;HKFCFQ68H5F33YR ;AQO6GPGI3D0LASM 
408;1963;1963;13340;4OZASB0YN0JXYQY ;MHO3NHU7A8E7SFA 
409;812;812;7748;AHR4D8TUWR965C1 ;NULL
410;1081;1081;5658;CUMGK5I5JHOE689 ;45VIVT42W6Y6296 
411;101;101;7986;7GTL6NAWV5D11UT ;6O975SOSVGW8A9P 
412;2243;2243;3068;YEL44HD5ZMKVJFN ;2TH4X4USDM7HJN5 
413;1049;1049;7299;HJYOJGYPKPLFRG4 ;1X13531BG2MEWVS 
414;9854;9854;2750;NDFRN4LQ3NMK2EC ;G949S2J2TGTJL79 
415;1366;1366;13350;HPJHV5RIGVKFVYD ;BW7C8LIYR6OUHGV 
416;436;436;13529;HV86ZV0DY8LVTDN ;UJ09JV7ZDZ9OAIP 
417;461;461;4233;C5X2WMTILXBSJ5U ;TE20OFFVR5IMEPK 
418;2771;2771;3470;A33666GLO6JNKVO ;KBP170OFO7Y8BTO 
419;9595;9595;9292;8F2P0BLU2PK2K8T ;GE12DVTE45HDDLL 
420;125;125;11886;DGLQAGZ6OBDQ36Y ;EW3YTN1SQNCGH6J 
421;1137;1137;13864;88J4353ZH84GME1 ;H95ZOHZPIBX1IA1 
422;3529;3529;4376;DQ93AYSSFW0PXVR ;MAUFPPFSD8CQJCW 
423;9606;9606;13068;RUTCOOP8CM81BJJ ;MKW4FMZXWEGIQZ9 
424;827;827;4050;AWCCWUG9FRP64E1 ;L9T7C37RUDMF496 
425;1108;1108;6818;H9OSKORO11QNQRH ;EZFYEXN0AWJB8W2 
426;277;277;1706;CQE1IEZXDKXXZI4 ;ZX5AIPLIC5A20JS 
427;901;901;9572;LMK2URPL4OBV3SJ ;8B4QKA1OMTWFKVI 
428;355;355;5709;ATUDZ0329QE0QUP ;B9F74VMOEWL8MK0 
429;2871;2871;7075;NULL;3W3XSBSPVHOPT5Y 
430;1339;1339;2155;WS236E1L0SWU33U ;MCRR3LICPFBNOS1 
431;9691;9691;12674;09N6NQYLIHS3DPV ;S5BNSL5ZGQBN7WU 
432;2666;2666;14269;YRYAQFHVS9C638Z ;Y4MAT9NIDR8C050 
433;539;539;10781;WSZH7JW5TGLPMX7 ;FMXOTBO17SAC9V4 
434;2648;2648;1394;XMWB4JVKSRDEESH ;L2PJ6R8IIT90DSY 
435;51;51;8242;HL7KPD2FVSG9US9 ;Q77LZ6FMGK20YA8 
436;949;949;10420;118HCN1DXFPG5HR ;NFRYFGXODE501OO 
437;194;194;8786;ZA70QNMKJGGC2MQ ;TZM2OITEM23LO7J 
438;31;31;656;IICDJ0YUKTMAOMA ;KRDX10V9AI7K0FL 
439;839;839;9802;0F9JL85DEOXV6PB ;WN7ZN6U4LDBDCC0 
440;201;201;13194;PPXM4EIZCCGW1BW ;UXF9AQDS3CR5B8D 
441;107;107;10746;63BNC6EADZYV22N ;GBO0ZKKEX8CNPIX 
442;151;151;717;HBLYPN8MXA78S8C ;I0Q3ZCH69FVAEPT 
443;887;887;5909;S0P3EOYIBN85GMW ;Z3W1OZ69D1C2EP2 
444;9887;9887;9718;PLEPQX8JUOP1Z5H ;FUMAIA84UHQKO9Z 
445;143;143;10085;MV32DJGTC2M1E35 ;FYOMLV9JUGQXZES 
446;822;822;1710;DXJ7TMBUS69PYXJ ;CAVK2JVPUR668LK 
447;931;931;11787;53ILJUW54KDOA64 ;24NF1GZJL3F1KB5 
448;495;495;7853;IFN1MAC0J897AQV ;P68EEF5V3YRUP2A 
449;125;125;2726;IHVBKKQJ0E289NJ ;VMUURCIVABZY3T5 
450;380;380;11102;1H6I9HJVRI1BKPU ;MRH1D6ONYRB2P5U 
451;9387;9387;7582;PY6TAS6XO41873Q ;T75XGAOCOC43G6S 
452;28;28;649;PO5SJC50X0K1JFY ;T77YL8VPX7V00F6 
453;147;147;9438;JOJAHQA9A9U4FBN ;GG5WO73B24D02L7 
454;361;361;12405;R5LWK1UCS5VA85E ;Y28HXWXKBFZ8ENB 
455;1163;1163;7247;5ROJKFFZDWIAI1K ;6YMZ1WLM4WVGVVN 
456;1551;1551;5811;CX9DT2QHU6IBU00 ;031Y7P8JJLK87UW 
457;9622;9622;7597;ULZOM42CQMIOJJU ;S5U3Z7Q2GMC11HO 
458;9636;9636;882;K8XBV1F217PEX34 ;SN7BMD1GQ2GFBDE 
459;3306;3306;1369;VCFX2W08UXM6K1X ;ZGNQ0JCTDZIKD7I 
460;3871;3871;9227;CRQL2P9T6WMEEOE ;X3FJNLSF3DDWQAQ 
461;105;105;4644;I5S63WPO7OGYE8I ;821LTXF8BEXNUG3 
462;535;535;10569;9F16DIA53MQ59MU ;KEI8XUMDN7MN6F2 
463;915;915;6264;IZOE8Q6F21EE8BE ;8EBA5W8ZO789O5K 
464;124;124;5593;DN5ZN89ZVN3H5JF ;ATCCSI6EGOYMBS1 
465;310;310;7985;UBFEJ3QI8M4B4VW ;BVEG5TDN6JJPLDP 
466;1080;1080;8717;7TRLGUIAPOJLNP9 ;MZDC3QAQ7XUHYMN 
467;803;803;7288;MSKXVZDAWMR04YV ;5DXSR4HHGO68YHS 
468;7465;7465;5904;QC9CRT4ZT5PVJ5V ;YGZBFORLLN87YWO 
469;4141;4141;9509;DLPBBZV7FHPU3H6 ;VOJ8FWPIIWWEJ1S 
470;86;86;2929;TKUBGWRSOK4QAIQ ;4RIHNCGHLC74VAI 
471;877;877;4743;R7NI9KNRG1XA4AW ;0MDAXKN2QHTIRC1 
472;4832;4832;3577;ZX2ZAK3GUWNRV4X ;VH27E6WI72M3PLM 
473;1064;1064;8669;RX2VTNH8W3UEYHO ;DDEWOHTK3GR5JXP 
474;228;228;11098;OSRCGQG747ODXWW ;AN9D7A4TQU3VYKC 
475;3108;3108;1140;41I670HBFT37POH ;UL4EY5VDOI4YFQZ 
476;1279;1279;13147;7922DKG0HVQMY4B ;CDS2C8038L6TEXM 
477;9748;9748;13468;7JAXYI6NAFXMM9I ;3LAYSBA5RWPO66D 
478;489;489;3349;PB5NTTYKKHPC9VD ;UTILRATMK15CY2Y 
479;832;832;8966;H405EJFO3FSXNTE ;WLUTF1G12NBGJCX 
480;2557;2557;5107;CAXNZO5DLPCGTTD ;86ZLF1QTSODR5Y6 
481;825;825;4919;2L5I9D15WGKE00X ;XYSKBJJTCGI3YC3 
482;1976;1976;1719;3HZZYPBTYMJO7YV ;334R2CBVU10RNPW 
483;3254;3254;2983;1DU1OVXZ8RRI3RC ;HLILJDQON68YIMU 
484;69;69;10974;SLCBTEGD9BKMTDY ;L5N2UEMLMXP9IS5 
485;125;125;9574;LADN6W37J0R7XTP ;KFMDUHOQCF4W4DC 
486;2179;2179;12024;9YWLLJGMXGRCBB6 ;7K5H1U92ZWYMOH5 
487;5768;5768;4830;SUXTEPEWH4STN9F ;0KE20HK3HWPEAPG 
488;2146;2146;13376;LDDVHCB1TQPP4RW ;KH2XMNMQ6KDXJ22 
489;9875;9875;0;TVE3WWSJKZ4HRNZ ;9AVJYA7PZ1044US 
490;1350;1350;9148;1AQXXBDFIVZNZOR ;GP16E77CYOWF3NK 
491;1060;1060;2430;8JZRVBKPLTBH8UA ;UU40UWAA9DYKNHL 
492;3388;3388;2823;R2OU0YAIIYL1X4J ;S4HU0VG22ILADRM 
493;3205;3205;7903;8D87N7SPQ1C40W7 ;HMA9PSFJERX19MP 
494;576;576;14287;LSWX0XP98H9WQJR ;2LNZ5QDYD2XBB0X 
495;1527;1527;574;9F9UL2JJ9Y3ZM6I ;QL306BLZPYF9YFS 
496;2032;2032;8550;QWF57MUAOZZ6YVZ ;S37R4M7Q8BVMU47 
497;1100;1100;177;9UUKMC2I8CN2TPM ;UGAOJPAQZNA7A40 
498;939;939;9453;YN5T3M9NLY6M3DL ;AII8S5D3DCSVGY5 
499;6173;6173;316;YVPSBXZEUXWVYRH ;Q1FI53V3SHSGC0G 
500;125;125;1733;CW7AQ54MK7YO6FF ;NULL
501;559;559;1367;QA3X0UR1ORY5QEO ;AXCBLZLP26A6WFA 
502;818;818;9423;H7A66BNTR373ZA7 ;HPG8PIT6NEFBCXR 
503;399;399;5882;I04ONJYH56MY6YW ;WOKIMUZRGPFYSO7 
504;1475;1475;13345;J47Y58PFMA6WMN1 ;6SYNJ7ES46O7J9C 
505;9800;9800;14797;KJNPA06X9S10OPM ;FXA7VRENPORZ3UD 
506;1185;1185;6359;61KU38A9BO2DD1U ;734KY3TPAREG6S8 
507;9942;9942;4004;49ENB7VIY9PC6OR ;DAJVEZGEDAXUFFP 
508;526;526;6981;ODQL379B9DDLYTJ ;SPZG4S6B3LX3DYH 
509;264;264;13341;XKVEBYHZ51WTIX3 ;GKMTBIK7MQ6O5Z9 
510;2119;2119;11265;X5OZB9EX02DXTAK ;25NGSS2K37RS2D1 
511;529;529;9101;PIFMSCLPWQF1AFT ;T0EUSVX95STELI6 
512;623;623;7344;AQOS4KWO5YE9LJ6 ;B217A15OH1P4QR5 
513;9159;9159;4248;GR40IGUKKY3KTCM ;ORU5LF267EA0YOZ 
514;282;282;6916;81M3MS05LQGUYB4 ;1NHZBT5SVPCQ6TI 
515;377;377;11263;KKKJBSTUW385GBU ;MKQUN0JWZU0VQ5Q 
516;2505;2505;4308;CS0JX29OQYFRZZL ;242396XUM2AV2B0 
517;1844;1844;2924;UQ08R29G7S6IKVO ;VWDDY5X03LZHT91 
518;211;211;7585;WOH5BKFHBWTCD2U ;ZJO1QE4GNV7LQOU 
519;244;244;10291;H0BQBL0AIKB5WR4 ;TL0TRCVW720O6F0 
520;9853;9853;11020;95VBIFW9BIXV8X2 ;0KVINZNGSWP2XCA 
521;320;320;10962;XA0JJYYAN7NR99L ;QBO787YNORTOEFA 
522;42;42;3886;SY387JD132ETN51 ;UVK5SB0TYJ1VNSZ 
523;1809;1809;8912;H67MQKBB6KOBS50 ;RKXUQS3SM8UW5Z2 
524;1802;1802;11757;XD3ATUYDWYGHJ5M ;MG72R5NFBV9P620 
525;9597;9597;7078;61921YT7NS1NV29 ;RYXTHFI2RRJJH4N 
526;9403;9403;106;2DVA2QSN8UQS3TR ;HP96KX3LXIJVIEM 
527;125;125;11840;X65RWXZYJVN1SBI ;8Y4718U6Y5A0L3Y 
528;1189;1189;4291;PJF59CFF9MU7814 ;7B7GTUAUVBVZVMJ 
529;913;913;8094;00PPXH14EXQ73QU ;5ZBIZGW9U27FM2Z 
530;2188;2188;2547;CW2KDLSKQPI92RP ;KDN765QEO9BQCVB 
531;548;548;963;RU0SLSV7HARCL8C ;MXVMRF6REYMQMV8 
532;470;470;3693;RYVBZJFF84Y7ZR2 ;B1EIZB6Z9XTQ46W 
533;1067;1067;13151;78G8Q2BJ0U22TGZ ;RVTO7D346WT7J0R 
534;9592;9592;1616;D0I4WDJ7EKJGUO8 ;1IFBGSCARWDUMGM 
535;24;24;7598;854DS3ROMBB4HCL ;NULL
536;9947;9947;10685;5FUY9YQUP8U5IUO ;2MYR1KLXYAB2HYF 
537;348;348;14037;MCUOBMQ98THK2EP ;50PMRLIZIIWB08I 
538;96;96;3375;ZRBFU9GAFANJ9L6 ;AM5W1ZRGXHD6GAS 
539;9559;9559;3186;MYI5IXGJOKPGG5R ;G4OLR0GG3Z9IN9X 
540;191;191;4614;IS6QI9ICVK81Y70 ;RLSVSI7598OA8CI 
541;2122;2122;5569;MOX3WKJ1BSQ9J0T ;Q3VVJXYA5OS2Q8T 
542;1385;1385;5042;ID0GFF9DG5AXOEK ;JNEVHW0XXJCIB68 
543;1418;1418;6490;J2TS8NDY84FQJ8S ;H1SJE15UMIP4P4F 
544;619;619;2111;QZJL7J77EKNQAMD ;E1QKYMQT3XY0KFY 
545;835;835;47;79QH711UZ18AZJT ;G1LOG99HHJ8Y6V7 
546;9944;9944;10087;DG7OVZ9ZULDO0NO ;3B4AFNSUAYGG359 
547;749;749;13575;RIIAHBNPYOM5BX7 ;JQOOJQK5S83FERM 
548;4593;4593;987;QFDUEO08ZQMLODU ;Q5X9BOJS9QDHTSE 
549;9709;9709;3024;DLJG1JQ2THQ7C4O ;91EG7J9CRYH7KDF 
550;889;889;11267;EIXL9U72I9ARP11 ;C8QY80VV6VESD2C 
551;177;177;5626;T9RPEQT7OA0XXTV ;UQ5DD5Z6WKHD6C7 
552;493;493;7592;2O65F92JEGYR8ZD ;AU4K1F386JAC4GZ 
553;265;265;14163;G5E3DYJNOPWZTA5 ;MHCU72568J2NIIO 
554;9623;9623;4297;EFO0UV5J78BYR2Y ;OJIIXRYFMW7TVN2 
555;94;94;5772;X9GSESH35IHPC2Q ;LTQP0DN8PYBHDGP 
556;1432;1432;12482;B9DTACWL0UV4NLW ;VGNLYHQUJX7BVBA 
557;9703;9703;510;R72JUDALYLVBDF7 ;HM2PRZTAV9TZGG2 
558;9683;9683;9126;I7MHP5EKDURKXCG ;6JYEZHH42W536CD 
559;9388;9388;0;MVY5069XZRVPHK7 ;NQ0QD0WVNCQOORD 
560;3808;3808;6266;NQMGYEXMSH6ZLPO ;V04CDWLZ5YMUTQ4 
561;9732;9732;14690;4BPIH13BXPHXAP3 ;WFBQGBT6M3RMRTG 
562;5623;5623;9519;M7X6QZL8XCDJZAC ;I375800R40LED21 
563;1920;1920;14714;39K5VP3LMAJ9W0B ;77R8FNMJ7XQ94Y8 
564;255;255;13887;DECDSHV4PHL5OKC ;IBCQIZ9VFKLFQET 
565;558;558;10793;C7T04YWX4BJFGCB ;NULL
566;9801;9801;0;0A5LXYILEFFE4YX ;1UEJ17WUHOXBAQM 
567;784;784;10301;YWWP6BXFHE9GYGO ;S8W1QBE8YWTU27T 
568;561;561;5407;5N4DFQODP8MPIIT ;368AJPBAFH9U1XK 
569;9695;9695;9193;EHGKFLRPCP4IO1N ;XFMHHRTPF6L4E1S 
570;884;884;2631;R18GTJM87J0YO8W ;U474HCM3XLM82J6 
571;1055;1055;14318;L32GZ3YJVF1PM6O ;B4WNKBBCCJUD36W 
572;1269;1269;577;KOXH9CCUU8CWLT0 ;OZZXQG6LSJJV4KM 
573;9537;9537;5271;T5XLZ7YN3OKEIXL ;0KT955PJSVRYH9Z 
574;2509;2509;14550;UCD0BFO8R7LRQ1Y ;P9K3K9AVXBU1RG7 
575;267;267;4399;EXVH83NDP9DLSYC ;WYDJDM8JAG4UO73 
576;937;937;5676;NB19F0SDGPTSL6X ;JS5U0JBQAXCTANR 
577;8982;8982;5450;QIZL13SRO0A223G ;N02JWGD311T44F6 
578;1084;1084;5919;VO4F0PME5H1J9VR ;7BHZACRCNM9FAE8 
579;167;167;12396;CBV9YQVJIAKFPPB ;OS7O5KM3E2TZQ7M 
580;1918;1918;6800;81XW2H11VLGJ29H ;RMMZ5S2B8QWA7YT 
581;4310;4310;11709;8RQQ86U4TLXQ57O ;S6FB8IKNOEK7JSL 
582;4861;4861;11991;5OA8YUHUATEDABH ;ZEONS8GVQVFEOCW 
583;9913;9913;1531;SQ7XZL417S3GKBV ;966JRAM81ZBR8US 
584;1609;1609;10853;W0DDY9VDAVFESGU ;4GATA5VKQJLC25Y 
585;1619;1619;1266;3OXE0RFKK815R0A ;H4YCL2NPRFMTXPN 
586;633;633;11828;YQG9X3AJVTN45P9 ;3ZA82353BMT8PA5 
587;947;947;11922;XLDVDHN5LTSP8PM ;0Z93VFU2SL1UJ2M 
588;9812;9812;8372;KGG2ZLK0EDJ63AE ;WP83UQ9EYU1Z8FZ 
589;306;306;4531;ZA75NFLG2BN3BKB ;9QSYFK0O48FH1BK 
590;97;97;8854;7CKP97QC1CHZYG1 ;ZSCZ1219QV40DVU 
591;943;943;10845;FXQXHHN5VZZOXGO ;LKKT9OLBOKZMBSC 
592;632;632;10116;2DZRQPLSJV3AXLI ;ASZF30F7PJ8JFZA 
593;422;422;10174;ADODUDNQPEU972F ;E3VHQR0B60BG2EY 
594;1343;1343;4910;OOXKHAJPBYDMDD7 ;JGQLVE8L4D4PF2W 
595;3514;3514;12109;HDEKSBZPP81BVCK ;AQ88WUXJSO83OZ4 
596;741;741;3496;FIL9OY3ZTY1WZ1C ;LA0Z9OCZUACCMAV 
597;1627;1627;10096;7KRUOVSDO7U887U ;4M6C6Q1OI6T764W 
598;132;132;5856;DW6URYLJ9EQT92P ;8T452XFLD8DMHKW 
599;1779;1779;6155;WQ4AKQSKQ8KG3UR ;S3Z2SS4V9CG2U5T 
600;9456;9456;10698;32I3UHK8Y8K94Y3 ;D74S6P277LYYCF6 
601;621;621;6810;I6CI2JEN3L4ID4F ;ABE25UDGP8WQGCQ 
602;125;125;9641;N4P6JMTE5VCC5JG ;EN8AG3B21SV6U6I 
603;383;383;893;4YYXI8JKOVZ9D1V ;5ISJQRKJUN3XTCQ 
604;442;442;10944;S5M09X2VCYC671I ;UPJO7VG60B0CZ6M 
605;55;55;1669;5DEF6IWFL5IOMK0 ;Q2KYK7HM3OGT0E9 
606;9682;9682;2446;0HKZXFI7V2LJVCC ;20B4MUM91MIEQ7K 
607;1425;1425;5995;DF30NFO997F3FD9 ;1J7QSSAN7WLIFN5 
608;607;607;6076;X76PHINQV6J3XCJ ;2BAYUHXVGAWYO3V 
609;180;180;3192;TVB7H0HLTAQQ0ER ;3SRG7IXAQOWP83T 
610;9448;9448;8486;TTLN6M4USD5GVKC ;GWCFXMTJMBAHVCZ 
611;918;918;13848;N6AJ12AXQKW7RXQ ;0PENWPEJE076L7N 
612;1294;1294;14853;E194RV26QGE4V1P ;GIIRQGYHZ7UV8FE 
613;1748;1748;86;XU2T48GRIOXLQX3 ;PRPJO6HQIS1XEMY 
614;2215;2215;8711;MO1UA85S33TKN61 ;OX0DT7EKRXOOVIA 
615;668;668;12418;VM9XUWC6KIL2XHG ;MTHTI3NA1R9XF13 
616;1690;1690;9275;DJH7ZUYPP9P0EV3 ;9E7BE1KHD5SRISV 
617;440;440;13159;N8P3N60QBUARN2U ;I2AK44XK9QC2YG4 
618;188;188;13666;NZ74PUP0OK7L6CR ;TBFGAYJL80FDBVS 
619;961;961;13447;E9EPSC57JQV5K62 ;VAFCQI74HN2OOIJ 
620;1016;1016;2059;E3CFOZMTIOF3YFJ ;02Y6DFOJIPB4PK9 
621;719;719;13871;2LDDN5TBU0LYYKG ;Y36O0RZB3BZNWVW 
622;260;260;1929;IL63ZC0FML63W28 ;GIC8XLVGLWU062F 
623;9642;9642;875;7V2ZTOY891KOENU ;EOPLBVX83N21F0M 
624;1774;1774;339;8YKD8G0PLXQ2ZQE ;TKO670FC8Q24XY4 
625;9966;9966;6787;RHR2HGNTMXTXRC0 ;W2975AFLL35AJT0 
626;1562;1562;4201;R7UYHVVRVCEVXW9 ;966LE8PD9CCKSSB 
627;32;32;5404;MTWXWRGSARQAM2X ;I14DRFHI52L3U5T 
628;479;479;360;XRARWGAVL0742RW ;PHUQRIMOCVYSYUT 
629;9306;9306;2441;O9AYF22ZQ2NQ5L4 ;S0RHOMTUPOGCNLJ 
630;1358;1358;902;E5Y5LHN6I0CWJBP ;JXVAYKD0EG1VGOK 
631;755;755;10580;U0MDRYSUOB1TSJQ ;9SBTDBQ2OZ13291 
632;240;240;14594;VEQXTQ46M4FFQ6F ;CU90ZIU7NR27LXD 
633;9391;9391;14764;D5V5YR1GC3GAGTE ;353UAPQ77SMYJ9X 
634;761;761;1697;AB05LRP4VFQNJD3 ;FAJMFKBQY36L8IH 
635;316;316;14990;VMGNOL14DALP9UQ ;M00W66GM32S6VVN 
636;1155;1155;2068;PG5E5ASLFQ9I0EW ;UXSADRLJUCV6I5Y 
637;1293;1293;11098;ZYETCRBOAVSB6ZV ;AWCJ90Y8TWICR4V 
638;460;460;5588;PWX28PCLTV7XBI3 ;FSRAP6CUEH2UB94 
639;431;431;9183;DMPAFWHY5G4AIGE ;43WZJ44TZJGG89R 
640;767;767;13821;V8T4GUPALTZHJDD ;GSRQDNZ3JI4SY4X 
641;708;708;5833;SSYJAKMTFZWSK22 ;SJ8O8WKBNYB6PVL 
642;9962;9962;5845;GR23PZIIWEPLW0E ;PCDIIDLG3SF1ZCU 
643;2267;2267;5179;2CIPHV5AM0OHXXP ;LWOP02HK8G2FBTD 
644;33;33;0;QM0SB92S9FMVV0W ;WY2LRF1EYRLFGJB 
645;114;114;11046;K5P7KDVLLRHOB1L ;3GKT7W4NUTA2B55 
646;2783;2783;10007;O5VAZMGSAPF28AF ;ES409936V9Q9G23 
647;152;152;10993;38WS7IYDRF6KSDH ;5QCV8KF0TFQY4Z3 
648;439;439;10030;UN6P5MGYOXXUXTC ;MB0OEA1UCEXY6V6 
649;2133;2133;1462;CVL24TS67HJJFW0 ;QKXKT91UC46UI51 
650;400;400;7493;877L3PGHSY3AK3F ;5WN51EAUOHIUMHT 
651;1171;1171;2833;2V7XSF31UZIN3WI ;8X8K2JZCA6CA37C 
652;2150;2150;5338;X0MPLR7NE396PHM ;C2S981RB92VBR67 
