ind_id;ind_in_id;ind_it_id;ind_qty;ind_total
31808;31806;31806;2333;59312
31809;31807;31807;9269;33073
31810;31808;31808;8182;30629
31811;31809;31809;6009;52282
31812;31810;31810;3310;2443
31813;31811;31811;5791;9440
31814;31812;31812;9972;62401
31815;31813;31813;2068;69709
31816;31814;31814;9333;94838
31817;31815;31815;8519;73420
31818;31816;31816;6992;57203
31819;31817;31817;1149;72487
31820;31818;31818;3044;52694
31821;31819;31819;4018;37431
31822;31820;31820;5501;21118
31823;31821;31821;2696;41804
31824;31822;31822;7256;96959
31825;31823;31823;4815;81559
31826;31824;31824;7881;72570
31827;31825;31825;2376;88150
31828;31826;31826;8247;43152
31829;31827;31827;1834;44398
31830;31828;31828;2678;40141
31831;31829;31829;3345;28555
31832;31830;31830;5774;27194
31833;31831;31831;1855;92106
31834;31832;31832;3187;33303
31835;31833;31833;6449;11543
31836;31834;31834;9857;36242
31837;31835;31835;6656;13234
31838;31836;31836;8811;87675
31839;31837;31837;3359;96228
31840;31838;31838;4377;9305
31841;31839;31839;6288;31565
31842;31840;31840;7777;82155
31843;31841;31841;2578;56828
31844;31842;31842;5726;9225
31845;31843;31843;6929;63505
31846;31844;31844;7269;37607
31847;31845;31845;9806;6160
31848;31846;31846;6758;59691
31849;31847;31847;3777;36052
31850;31848;31848;3593;24291
31851;31849;31849;2226;96311
31852;31850;31850;4951;1718
31853;31851;31851;6755;6519
31854;31852;31852;3278;65437
31855;31853;31853;3474;25943
31856;31854;31854;2369;12687
31857;31855;31855;3721;86361
31858;31856;31856;9649;62563
31859;31857;31857;3840;88675
31860;31858;31858;2192;15322
31861;31859;31859;3052;3321
31862;31860;31860;8220;97235
31863;31861;31861;7788;37299
31864;31862;31862;2287;19170
31865;31863;31863;4540;77089
31866;31864;31864;1727;23359
31867;31865;31865;3261;16314
31868;31866;31866;2116;25408
31869;31867;31867;4772;4649
31870;31868;31868;2928;70792
31871;31869;31869;5488;34869
31872;31870;31870;2570;49901
31873;31871;31871;6429;52530
31874;31872;31872;2470;9306
31875;31873;31873;8534;47206
31876;31874;31874;7374;69980
31877;31875;31875;1767;24434
31878;31876;31876;7949;9919
31879;31877;31877;7498;93643
31880;31878;31878;6567;13320
31881;31879;31879;7717;34404
31882;31880;31880;6243;94692
31883;31881;31881;9624;34437
31884;31882;31882;7772;82191
31885;31883;31883;8261;74309
31886;31884;31884;4920;13634
31887;31885;31885;3650;67983
31888;31886;31886;4730;84117
31889;31887;31887;1009;43217
31890;31888;31888;7328;97752
31891;31889;31889;4514;68335
31892;31890;31890;7887;45615
31893;31891;31891;4936;63472
31894;31892;31892;9649;39337
31895;31893;31893;6611;59479
31896;31894;31894;7650;5217
31897;31895;31895;2658;9825
31898;31896;31896;5494;67007
31899;31897;31897;4332;90005
31900;31898;31898;5966;8045
31901;31899;31899;8117;7765
31902;31900;31900;1648;62856
31903;31901;31901;2201;26285
31904;31902;31902;3543;96898
31905;31903;31903;2858;87227
31906;31904;31904;3695;42040
31907;31905;31905;2949;8369
31908;31906;31906;8753;99657
31909;31907;31907;3974;93862
31910;31908;31908;6044;34377
31911;31909;31909;9841;30317
31912;31910;31910;6867;26834
31913;31911;31911;3201;53672
31914;31912;31912;4803;33795
31915;31913;31913;6230;55132
31916;31914;31914;7548;72641
31917;31915;31915;3531;22863
31918;31916;31916;1234;27818
31919;31917;31917;1905;83372
31920;31918;31918;9055;86749
31921;31919;31919;3957;71396
31922;31920;31920;6445;44475
31923;31921;31921;9105;68640
31924;31922;31922;7055;60968
31925;31923;31923;4248;67290
31926;31924;31924;1119;77864
31927;31925;31925;3034;86700
31928;31926;31926;4482;69697
31929;31927;31927;3341;27510
31930;31928;31928;5041;85958
31931;31929;31929;9254;10433
31932;31930;31930;8575;49594
31933;31931;31931;9784;81641
31934;31932;31932;5089;58719
31935;31933;31933;6838;57246
31936;31934;31934;2430;2654
31937;31935;31935;1992;18601
31938;31936;31936;2906;60437
31939;31937;31937;1785;23288
31940;31938;31938;6329;75529
31941;31939;31939;1544;92501
31942;31940;31940;8443;19038
31943;31941;31941;8612;10240
31944;31942;31942;1225;18101
31945;31943;31943;6046;21789
31946;31944;31944;9762;16777
31947;31945;31945;1493;22733
31948;31946;31946;2854;45224
31949;31947;31947;7834;22951
31950;31948;31948;5280;99301
31951;31949;31949;7396;20565
31952;31950;31950;9912;47535
31953;31951;31951;1317;88483
31954;31952;31952;5328;25667
31955;31953;31953;9245;45129
31956;31954;31954;9450;46168
31957;31955;31955;5901;60684
31958;31956;31956;2785;46398
31959;31957;31957;6587;63622
31960;31958;31958;2061;63135
31961;31959;31959;8349;62857
31962;31960;31960;8513;35543
31963;31961;31961;1447;74823
31964;31962;31962;9539;14425
31965;31963;31963;1011;32301
31966;31964;31964;6969;84518
31967;31965;31965;6220;4048
31968;31966;31966;3087;78501
31969;31967;31967;6754;90551
31970;31968;31968;6140;70058
31971;31969;31969;5945;19012
31972;31970;31970;4461;2848
31973;31971;31971;6090;79458
31974;31972;31972;4405;20051
31975;31973;31973;3464;90171
31976;31974;31974;7870;87997
31977;31975;31975;3721;62168
31978;31976;31976;1619;82508
31979;31977;31977;7691;64959
31980;31978;31978;5730;25737
31981;31979;31979;2690;26184
31982;31980;31980;3568;29225
31983;31981;31981;6669;4343
31984;31982;31982;9025;94844
31985;31983;31983;4977;29627
31986;31984;31984;3842;16430
31987;31985;31985;2111;99874
31988;31986;31986;3134;88632
31989;31987;31987;6558;36635
31990;31988;31988;3114;69637
31991;31989;31989;7461;85669
31992;31990;31990;7661;58971
31993;31991;31991;6994;40284
31994;31992;31992;2015;82035
31995;31993;31993;7584;35084
31996;31994;31994;5242;48789
31997;31995;31995;2425;27069
31998;31996;31996;1877;19576
31999;31997;31997;7094;9558
32000;31998;31998;7182;29662
32001;31999;31999;5140;90649
32002;32000;32000;6300;71099
32003;32001;32001;1662;64853
32004;32002;32002;9748;35814
32005;32003;32003;1756;51648
32006;32004;32004;1748;6485
32007;32005;32005;4702;31529
32008;32006;32006;8020;35057
32009;32007;32007;5243;51155
32010;32008;32008;6270;10781
32011;32009;32009;1585;64191
32012;32010;32010;7126;92167
32013;32011;32011;1166;63971
32014;32012;32012;1590;93824
32015;32013;32013;5646;23738
32016;32014;32014;6098;17665
32017;32015;32015;6442;76061
32018;32016;32016;4367;2235
32019;32017;32017;7087;38566
32020;32018;32018;3090;17659
32021;32019;32019;1108;95973
32022;32020;32020;2042;98446
32023;32021;32021;3648;81016
32024;32022;32022;6857;55524
32025;32023;32023;5517;45495
32026;32024;32024;4674;3390
32027;32025;32025;9845;53484
32028;32026;32026;5952;60565
32029;32027;32027;1086;87845
32030;32028;32028;2567;43518
32031;32029;32029;3124;46881
32032;32030;32030;5109;29064
32033;32031;32031;1681;89835
32034;32032;32032;7383;39369
32035;32033;32033;8615;43411
32036;32034;32034;7687;79623
32037;32035;32035;2152;72113
32038;32036;32036;7984;65043
32039;32037;32037;6872;53123
32040;32038;32038;4024;48619
32041;32039;32039;8605;58170
32042;32040;32040;5573;18752
32043;32041;32041;2141;87818
32044;32042;32042;4735;38038
32045;32043;32043;5133;73341
32046;32044;32044;4964;41829
32047;32045;32045;4787;31632
32048;32046;32046;7595;85698
32049;32047;32047;9588;15678
32050;32048;32048;4350;39813
32051;32049;32049;6809;5129
32052;32050;32050;4321;5175
32053;32051;32051;9473;24648
32054;32052;32052;1751;8771
32055;32053;32053;2842;44974
32056;32054;32054;7204;46842
32057;32055;32055;2376;75191
32058;32056;32056;8958;51351
32059;32057;32057;3425;21871
32060;32058;32058;5053;23787
32061;32059;32059;6510;88200
32062;32060;32060;5059;9990
32063;32061;32061;9771;64590
32064;32062;32062;9668;37992
32065;32063;32063;3595;33001
32066;32064;32064;3241;58482
32067;32065;32065;5098;88611
32068;32066;32066;4186;21849
32069;32067;32067;4559;94271
32070;32068;32068;2058;33009
32071;32069;32069;1331;25701
32072;32070;32070;3760;43009
32073;32071;32071;3978;18972
32074;32072;32072;3739;60192
32075;32073;32073;9273;68490
32076;32074;32074;5280;61357
32077;32075;32075;4883;43933
32078;32076;32076;9460;11426
32079;32077;32077;4189;13073
32080;32078;32078;7071;40705
32081;32079;32079;9406;72262
32082;32080;32080;4158;96498
32083;32081;32081;3823;64033
32084;32082;32082;3524;36328
32085;32083;32083;5569;91055
32086;32084;32084;8715;62528
32087;32085;32085;5493;50343
32088;32086;32086;1593;21490
32089;32087;32087;6369;87663
32090;32088;32088;9622;9666
32091;32089;32089;4148;78456
32092;32090;32090;6199;59813
32093;32091;32091;7296;61702
32094;32092;32092;5152;96872
32095;32093;32093;9678;55563
32096;32094;32094;4591;6793
32097;32095;32095;4663;76061
32098;32096;32096;8022;62875
32099;32097;32097;7331;3179
32100;32098;32098;6685;26853
32101;32099;32099;9257;13214
32102;32100;32100;9018;4134
32103;32101;32101;2296;39805
32104;32102;32102;7635;12270
32105;32103;32103;2831;38917
32106;32104;32104;7933;12508
32107;32105;32105;2590;18111
32108;32106;32106;8898;14694
32109;32107;32107;8975;6941
32110;32108;32108;3344;65888
32111;32109;32109;3799;36206
32112;32110;32110;7767;82313
32113;32111;32111;9492;34866
32114;32112;32112;1852;40516
32115;32113;32113;5059;69643
32116;32114;32114;5156;11140
32117;32115;32115;2012;46369
32118;32116;32116;2183;73401
32119;32117;32117;2479;97990
32120;32118;32118;2679;41424
32121;32119;32119;8874;73385
32122;32120;32120;1453;99551
32123;32121;32121;8758;52298
32124;32122;32122;4815;46875
32125;32123;32123;5033;47405
32126;32124;32124;1246;97596
32127;32125;32125;9766;68296
32128;32126;32126;5370;7093
32129;32127;32127;5865;78763
32130;32128;32128;3116;22303
32131;32129;32129;9424;59389
32132;32130;32130;3120;36051
32133;32131;32131;6936;31161
32134;32132;32132;9694;66800
32135;32133;32133;5546;69936
32136;32134;32134;9447;56992
32137;32135;32135;1366;38683
32138;32136;32136;8844;37647
32139;32137;32137;1268;70510
32140;32138;32138;7296;66536
32141;32139;32139;7718;27891
32142;32140;32140;7683;76759
32143;32141;32141;1656;54145
32144;32142;32142;1586;55477
32145;32143;32143;7836;56635
32146;32144;32144;6846;84845
32147;32145;32145;1712;56859
32148;32146;32146;2122;24716
32149;32147;32147;8149;24780
32150;32148;32148;6142;63818
32151;32149;32149;2189;26410
32152;32150;32150;3144;7299
32153;32151;32151;5090;57202
32154;32152;32152;8860;13734
32155;32153;32153;2855;79347
32156;32154;32154;5430;81215
32157;32155;32155;8596;4457
32158;32156;32156;5769;30720
32159;32157;32157;4006;83713
32160;32158;32158;9221;89463
32161;32159;32159;9765;46334
32162;32160;32160;2673;35012
32163;32161;32161;8636;78187
32164;32162;32162;1419;83562
32165;32163;32163;4073;64880
32166;32164;32164;1246;77549
32167;32165;32165;4374;45596
32168;32166;32166;1129;81055
32169;32167;32167;7812;36929
32170;32168;32168;3019;8693
32171;32169;32169;8106;43220
32172;32170;32170;6787;33541
32173;32171;32171;3266;58922
32174;32172;32172;2199;9272
32175;32173;32173;9008;8157
32176;32174;32174;8920;22888
32177;32175;32175;1643;36839
32178;32176;32176;7951;37503
32179;32177;32177;3517;99896
32180;32178;32178;1953;10469
32181;32179;32179;4406;35979
32182;32180;32180;1051;74234
32183;32181;32181;6199;64345
32184;32182;32182;5934;67271
32185;32183;32183;8088;22431
32186;32184;32184;7672;14142
32187;32185;32185;3923;56251
32188;32186;32186;2046;18738
32189;32187;32187;1037;10651
32190;32188;32188;4408;94399
32191;32189;32189;1290;11934
32192;32190;32190;3251;20512
32193;32191;32191;2378;68634
32194;32192;32192;9975;57000
32195;32193;32193;5536;50732
32196;32194;32194;6743;63985
32197;32195;32195;3119;49275
32198;32196;32196;3731;70916
32199;32197;32197;8698;86152
32200;32198;32198;7577;27163
32201;32199;32199;6464;50103
32202;32200;32200;2242;62413
32203;32201;32201;6643;77843
32204;32202;32202;5568;39542
32205;32203;32203;9579;82175
32206;32204;32204;7748;59550
32207;32205;32205;4867;58340
32208;32206;32206;6660;28268
32209;32207;32207;3177;3860
32210;32208;32208;5993;47403
32211;32209;32209;2430;26414
32212;32210;32210;6015;58192
32213;32211;32211;2937;47329
32214;32212;32212;1595;61906
32215;32213;32213;6352;43733
32216;32214;32214;4591;69386
32217;32215;32215;6159;22693
32218;32216;32216;9999;89018
32219;32217;32217;5840;96614
32220;32218;32218;1910;25491
32221;32219;32219;8418;62860
32222;32220;32220;6077;60560
32223;32221;32221;7950;93363
32224;32222;32222;2685;80811
32225;32223;32223;1181;55318
32226;32224;32224;7569;81971
32227;32225;32225;9530;38710
32228;32226;32226;8757;60320
32229;32227;32227;7256;9814
32230;32228;32228;4236;90497
32231;32229;32229;8759;31336
32232;32230;32230;1275;91123
32233;32231;32231;2129;92722
32234;32232;32232;3317;88234
32235;32233;32233;3645;81691
32236;32234;32234;2431;62728
32237;32235;32235;6727;11858
32238;32236;32236;5736;16849
32239;32237;32237;1747;72717
32240;32238;32238;7345;58525
32241;32239;32239;3891;14252
32242;32240;32240;9681;8414
32243;32241;32241;5291;62667
32244;32242;32242;5847;66199
32245;32243;32243;7544;29857
32246;32244;32244;2901;4779
32247;32245;32245;4081;43076
32248;32246;32246;8205;32185
32249;32247;32247;9881;3490
32250;32248;32248;6453;76921
32251;32249;32249;5751;4479
32252;32250;32250;2378;19241
32253;32251;32251;5437;76738
32254;32252;32252;2227;12010
32255;32253;32253;5408;5639
32256;32254;32254;5373;98097
32257;32255;32255;7071;68243
32258;32256;32256;6092;20428
32259;32257;32257;7641;53522
32260;32258;32258;4797;36421
32261;32259;32259;5638;10328
32262;32260;32260;5005;81568
32263;32261;32261;8221;40134
32264;32262;32262;1337;4170
32265;32263;32263;9097;81823
32266;32264;32264;7787;39891
32267;32265;32265;2235;67625
32268;32266;32266;6532;34363
32269;32267;32267;7924;46230
32270;32268;32268;4548;14181
32271;32269;32269;8811;34070
32272;32270;32270;4257;90336
32273;32271;32271;7506;17520
32274;32272;32272;3474;89445
32275;32273;32273;7513;71948
32276;32274;32274;1766;52054
32277;32275;32275;6445;1894
32278;32276;32276;4356;51190
32279;32277;32277;6313;75601
32280;32278;32278;1480;20986
32281;32279;32279;7498;36256
32282;32280;32280;6459;45782
32283;32281;32281;7058;45165
32284;32282;32282;4477;91388
32285;32283;32283;8613;4910
32286;32284;32284;2712;67555
32287;32285;32285;5828;83044
32288;32286;32286;8392;43559
32289;32287;32287;1766;40454
32290;32288;32288;1100;10624
32291;32289;32289;1282;12641
32292;32290;32290;1023;10344
32293;32291;32291;4215;46574
32294;32292;32292;5110;17626
32295;32293;32293;8050;18355
32296;32294;32294;6427;5655
32297;32295;32295;6958;36474
32298;32296;32296;6156;7209
32299;32297;32297;6218;92087
32300;32298;32298;1573;27141
32301;32299;32299;7970;29095
32302;32300;32300;6657;48848
32303;32301;32301;3561;52609
32304;32302;32302;8768;25588
32305;32303;32303;5700;93155
32306;32304;32304;4428;77138
32307;32305;32305;4415;95897
32308;32306;32306;9563;1328
32309;32307;32307;5167;40466
32310;32308;32308;7379;71443
32311;32309;32309;9447;17108
32312;32310;32310;2258;12262
32313;32311;32311;7855;74846
32314;32312;32312;5502;30487
32315;32313;32313;3640;49497
32316;32314;32314;4879;16691
32317;32315;32315;7630;23099
32318;32316;32316;7136;33159
32319;32317;32317;9642;49939
32320;32318;32318;6988;45980
32321;32319;32319;9859;46613
32322;32320;32320;9838;81749
32323;32321;32321;5934;59425
32324;32322;32322;8117;55872
32325;32323;32323;9740;74130
32326;32324;32324;1979;66053
32327;32325;32325;8829;12808
32328;32326;32326;3047;92435
32329;32327;32327;4371;46493
32330;32328;32328;5522;80548
32331;32329;32329;6812;68780
32332;32330;32330;9698;23331
32333;32331;32331;1526;91124
32334;32332;32332;3047;11860
32335;32333;32333;7164;7120
32336;32334;32334;7737;90129
32337;32335;32335;4515;19166
32338;32336;32336;6154;38410
32339;32337;32337;1151;78733
32340;32338;32338;7393;54167
32341;32339;32339;6650;47417
32342;32340;32340;8804;70937
32343;32341;32341;6582;89429
32344;32342;32342;5092;66279
32345;32343;32343;2600;12294
32346;32344;32344;6173;80481
32347;32345;32345;1903;79410
32348;32346;32346;2214;18843
32349;32347;32347;8459;83684
32350;32348;32348;2302;71658
32351;32349;32349;5862;62464
32352;32350;32350;9419;55873
32353;32351;32351;6234;60161
32354;32352;32352;3943;37544
32355;32353;32353;5160;72147
32356;32354;32354;8322;87305
32357;32355;32355;1170;65622
32358;32356;32356;4171;27832
32359;32357;32357;5905;37155
32360;32358;32358;1677;48374
32361;32359;32359;8220;22796
32362;32360;32360;5306;42544
32363;32361;32361;9482;82512
32364;32362;32362;4533;86348
32365;32363;32363;1327;96566
32366;32364;32364;7010;49268
32367;32365;32365;2607;45473
32368;32366;32366;1440;3800
32369;32367;32367;4739;86389
32370;32368;32368;8442;85163
32371;32369;32369;3283;83000
32372;32370;32370;7484;89774
32373;32371;32371;9663;92921
32374;32372;32372;5733;65412
32375;32373;32373;5055;82754
32376;32374;32374;3388;5014
32377;32375;32375;4239;64162
32378;32376;32376;7896;16490
32379;32377;32377;7679;23119
32380;32378;32378;1312;16593
32381;32379;32379;8470;31763
32382;32380;32380;7011;96928
32383;32381;32381;9949;60144
32384;32382;32382;6148;10046
32385;32383;32383;7104;20620
32386;32384;32384;2630;75365
32387;32385;32385;3389;33573
32388;32386;32386;3594;65505
32389;32387;32387;7527;91453
32390;32388;32388;8930;75420
32391;32389;32389;8729;5216
32392;32390;32390;4636;67826
32393;32391;32391;6849;22909
32394;32392;32392;2317;44096
32395;32393;32393;1493;28311
32396;32394;32394;1685;30781
32397;32395;32395;3382;1428
32398;32396;32396;8187;79295
32399;32397;32397;6366;24038
32400;32398;32398;8044;73074
32401;32399;32399;9896;80980
32402;32400;32400;1129;79237
32403;32401;32401;9818;17063
32404;32402;32402;2737;97531
32405;32403;32403;5066;11795
32406;32404;32404;3012;39740
32407;32405;32405;6594;48313
32408;32406;32406;3999;28557
32409;32407;32407;8883;44385
32410;32408;32408;7565;83077
32411;32409;32409;2729;56403
32412;32410;32410;4572;79893
32413;32411;32411;7499;21589
32414;32412;32412;2833;7519
32415;32413;32413;4006;80547
32416;32414;32414;2658;2032
32417;32415;32415;6498;3760
32418;32416;32416;3396;50601
32419;32417;32417;2597;80647
32420;32418;32418;1237;40010
32421;32419;32419;8462;97356
32422;32420;32420;1145;8545
32423;32421;32421;5104;90176
32424;32422;32422;6090;25016
32425;32423;32423;2042;74822
32426;32424;32424;2886;9888
32427;32425;32425;5423;74184
32428;32426;32426;7544;53484
32429;32427;32427;9891;10735
32430;32428;32428;4907;48715
32431;32429;32429;4316;24042
32432;32430;32430;2391;57562
32433;32431;32431;6481;68574
32434;32432;32432;9331;44906
32435;32433;32433;5623;54161
32436;32434;32434;1355;99687
32437;32435;32435;9074;31376
32438;32436;32436;5432;60296
32439;32437;32437;1329;99202
32440;32438;32438;3686;76597
32441;32439;32439;1161;49001
32442;32440;32440;5726;63568
32443;32441;32441;9697;95291
32444;32442;32442;5900;16234
32445;32443;32443;2568;78526
32446;32444;32444;1778;29787
32447;32445;32445;2274;85657
32448;32446;32446;1696;29936
32449;32447;32447;6144;90382
32450;32448;32448;7148;29006
32451;32449;32449;9002;5819
32452;32450;32450;5735;20910
32453;32451;32451;7601;95934
32454;32452;32452;2433;32149
32455;32453;32453;3713;17837
32456;32454;32454;1885;86757
32457;32455;32455;9632;51774
32458;32456;32456;4073;64392
32459;32457;32457;2798;73091
32460;32458;32458;2323;67532
32461;32459;32459;1819;95510
32462;32460;32460;8757;99632
32463;32461;32461;4697;66395
32464;32462;32462;4956;82263
32465;32463;32463;5521;31579
32466;32464;32464;8304;18625
32467;32465;32465;3098;10664
32468;32466;32466;9632;4152
32469;32467;32467;8772;41453
32470;32468;32468;8019;57179
32471;32469;32469;1104;58104
32472;32470;32470;3502;60824
32473;32471;32471;1325;5152
32474;32472;32472;6633;49134
32475;32473;32473;2026;34944
32476;32474;32474;6110;55249
32477;32475;32475;1850;60773
32478;32476;32476;7347;15903
32479;32477;32477;3627;83362
32480;32478;32478;7155;68836
32481;32479;32479;8957;20740
32482;32480;32480;1976;44218
32483;32481;32481;8730;57841
32484;32482;32482;2325;69917
32485;32483;32483;4852;50699
32486;32484;32484;5684;49013
32487;32485;32485;1253;39614
32488;32486;32486;6144;9336
32489;32487;32487;7582;84757
32490;32488;32488;3132;29112
32491;32489;32489;5315;31967
32492;32490;32490;5104;41654
32493;32491;32491;2472;94929
32494;32492;32492;2273;84419
32495;32493;32493;1178;23055
32496;32494;32494;1309;13554
32497;32495;32495;9775;68304
32498;32496;32496;2122;8810
32499;32497;32497;8812;5797
32500;32498;32498;5666;45304
32501;32499;32499;1044;85710
32502;32500;32500;8716;25819
32503;32501;32501;9052;91812
32504;32502;32502;8030;30221
32505;32503;32503;9310;20662
32506;32504;32504;2053;1254
32507;32505;32505;8892;64765
32508;32506;32506;2776;34648
32509;32507;32507;5450;9701
32510;32508;32508;5777;53676
32511;32509;32509;7711;17433
32512;32510;32510;9772;81348
32513;32511;32511;9181;4195
32514;32512;32512;8636;90505
32515;32513;32513;8378;66637
32516;32514;32514;1894;95011
32517;32515;32515;8703;99401
32518;32516;32516;4859;61609
32519;32517;32517;7315;74354
32520;32518;32518;5643;73339
32521;32519;32519;2294;15972
32522;32520;32520;6760;3723
32523;32521;32521;5736;55925
32524;32522;32522;8582;20444
32525;32523;32523;3125;79927
32526;32524;32524;2764;91077
32527;32525;32525;9689;36082
32528;32526;32526;8562;8876
32529;32527;32527;4255;48388
32530;32528;32528;8718;18220
32531;32529;32529;3605;6191
32532;32530;32530;3608;77980
32533;32531;32531;1632;47583
32534;32532;32532;8369;51193
32535;32533;32533;8401;60620
32536;32534;32534;6871;3668
32537;32535;32535;5367;27744
32538;32536;32536;4102;92919
32539;32537;32537;4693;74721
32540;32538;32538;1408;71956
32541;32539;32539;2260;5572
32542;32540;32540;3391;73183
32543;32541;32541;8315;62197
32544;32542;32542;9853;38859
32545;32543;32543;3437;42301
32546;32544;32544;6140;17316
32547;32545;32545;2343;4242
32548;32546;32546;6496;7288
32549;32547;32547;5283;98049
32550;32548;32548;3433;68498
32551;32549;32549;9722;14260
32552;32550;32550;7922;34180
32553;32551;32551;7157;92783
32554;32552;32552;6448;80041
32555;32553;32553;6670;24536
32556;32554;32554;2710;40179
32557;32555;32555;9956;19494
32558;32556;32556;1934;37605
32559;32557;32557;4841;69996
32560;32558;32558;3479;75652
32561;32559;32559;3434;23127
32562;32560;32560;1979;2297
32563;32561;32561;6471;75959
32564;32562;32562;9211;93447
32565;32563;32563;4735;69701
32566;32564;32564;2376;40768
32567;32565;32565;7014;52373
32568;32566;32566;7000;38417
32569;32567;32567;7815;56677
32570;32568;32568;2597;15478
32571;32569;32569;3296;21757
32572;32570;32570;4685;49588
32573;32571;32571;7367;15364
32574;32572;32572;6290;99945
32575;32573;32573;8041;55459
32576;32574;32574;9973;1094
32577;32575;32575;6752;23323
32578;32576;32576;5742;92436
32579;32577;32577;6041;35452
32580;32578;32578;8519;30039
32581;32579;32579;8498;76889
32582;32580;32580;2793;89755
32583;32581;32581;7723;16423
32584;32582;32582;3960;56013
32585;32583;32583;8930;31916
32586;32584;32584;2853;46755
32587;32585;32585;7288;14253
32588;32586;32586;8885;34171
32589;32587;32587;8453;77696
32590;32588;32588;6521;99849
32591;32589;32589;9907;47175
32592;32590;32590;3808;44055
32593;32591;32591;9492;21864
32594;32592;32592;6010;91661
32595;32593;32593;7312;68977
32596;32594;32594;6540;25285
32597;32595;32595;5112;22342
32598;32596;32596;7368;74912
32599;32597;32597;3142;81361
32600;32598;32598;6704;64036
32601;32599;32599;7999;28318
32602;32600;32600;3134;35423
32603;32601;32601;2528;85767
32604;32602;32602;5971;99104
32605;32603;32603;2506;48622
32606;32604;32604;1011;47070
32607;32605;32605;2467;62359
32608;32606;32606;3165;76977
32609;32607;32607;2817;71005
32610;32608;32608;5112;72661
32611;32609;32609;5418;31768
32612;32610;32610;2647;59950
32613;32611;32611;7168;75206
32614;32612;32612;4504;30789
32615;32613;32613;8353;29496
32616;32614;32614;3226;26720
32617;32615;32615;2008;28847
32618;32616;32616;2748;70211
32619;32617;32617;4344;61654
32620;32618;32618;6958;28491
32621;32619;32619;1276;97458
32622;32620;32620;8681;31522
32623;32621;32621;6619;68494
32624;32622;32622;5063;24296
32625;32623;32623;4440;18849
32626;32624;32624;8373;71610
32627;32625;32625;1148;92306
32628;32626;32626;1318;59063
32629;32627;32627;4197;4211
32630;32628;32628;6042;65706
32631;32629;32629;5123;97872
32632;32630;32630;3220;55728
32633;32631;32631;8790;73252
32634;32632;32632;7906;75120
32635;32633;32633;2038;47764
32636;32634;32634;8872;20439
32637;32635;32635;9480;86365
32638;32636;32636;8291;45099
32639;32637;32637;7332;97760
32640;32638;32638;4599;71134
32641;32639;32639;2381;31272
32642;32640;32640;8531;72312
32643;32641;32641;5000;64420
32644;32642;32642;2219;5223
32645;32643;32643;4472;66464
32646;32644;32644;4406;5099
32647;32645;32645;8087;34049
32648;32646;32646;6239;60781
32649;32647;32647;5133;23938
32650;32648;32648;4575;14656
32651;32649;32649;9292;38023
32652;32650;32650;2958;5684
32653;32651;32651;5776;75607
32654;32652;32652;3026;52993
32655;32653;32653;1359;68593
32656;32654;32654;2814;80326
32657;32655;32655;1562;32715
32658;32656;32656;2354;89799
32659;32657;32657;6081;55715
32660;32658;32658;1526;49845
32661;32659;32659;1189;42732
32662;32660;32660;2829;75834
32663;32661;32661;2192;14173
32664;32662;32662;3575;49498
32665;32663;32663;4839;8392
32666;32664;32664;6707;86540
32667;32665;32665;2701;38886
32668;32666;32666;4442;79957
32669;32667;32667;7196;74646
32670;32668;32668;2930;80446
32671;32669;32669;7394;24131
32672;32670;32670;6827;50579
32673;32671;32671;8271;16019
32674;32672;32672;6344;48376
32675;32673;32673;7408;48405
32676;32674;32674;2198;66226
32677;32675;32675;9315;2338
32678;32676;32676;6799;35096
32679;32677;32677;5950;73014
32680;32678;32678;7313;7122
32681;32679;32679;3497;4125
32682;32680;32680;5129;68900
32683;32681;32681;7935;63118
32684;32682;32682;7914;47161
32685;32683;32683;4178;97225
32686;32684;32684;6020;9577
32687;32685;32685;4693;83979
32688;32686;32686;2280;16379
32689;32687;32687;1784;18936
32690;32688;32688;6405;87201
32691;32689;32689;7169;18069
32692;32690;32690;8764;25626
32693;32691;32691;2028;20355
32694;32692;32692;7027;93190
32695;32693;32693;1288;58984
32696;32694;32694;5290;93057
32697;32695;32695;1482;19364
32698;32696;32696;4282;87106
32699;32697;32697;9409;54264
32700;32698;32698;6340;47699
32701;32699;32699;1155;41079
32702;32700;32700;6683;18057
32703;32701;32701;6779;40882
32704;32702;32702;1140;10259
32705;32703;32703;6155;33655
32706;32704;32704;3412;66288
32707;32705;32705;8088;12078
32708;32706;32706;4107;96711
32709;32707;32707;4088;28795
32710;32708;32708;2255;68608
32711;32709;32709;3656;20243
32712;32710;32710;9485;70112
32713;32711;32711;9448;18023
32714;32712;32712;4860;48824
32715;32713;32713;8038;59174
32716;32714;32714;3297;30479
32717;32715;32715;8071;56659
32718;32716;32716;5264;94722
32719;32717;32717;8543;48053
32720;32718;32718;6749;26919
32721;32719;32719;2621;17189
32722;32720;32720;9829;58958
32723;32721;32721;7029;2006
32724;32722;32722;5754;53696
32725;32723;32723;6872;71324
32726;32724;32724;8018;93070
32727;32725;32725;4281;4387
32728;32726;32726;1523;41297
32729;32727;32727;5359;84814
32730;32728;32728;4658;38682
32731;32729;32729;7067;21082
32732;32730;32730;3823;39810
32733;32731;32731;9362;48381
32734;32732;32732;8608;13530
32735;32733;32733;2183;32479
32736;32734;32734;2653;34391
32737;32735;32735;7625;51688
32738;32736;32736;1302;21634
