std_id;std_st_id;std_it_id;std_qtity;std_remainingqtity
31524;31524;31524;6876;7811
31525;31525;31525;8431;6799
31526;31526;31526;6501;7753
31527;31527;31527;5275;2248
31528;31528;31528;455;3676
31529;31529;31529;8073;5692
31530;31530;31530;5043;6183
31531;31531;31531;784;7616
31532;31532;31532;2117;3888
31533;31533;31533;2939;8351
31534;31534;31534;9063;7402
31535;31535;31535;7982;5910
31536;31536;31536;6961;4164
31537;31537;31537;9001;395
31538;31538;31538;8015;1165
31539;31539;31539;3553;3013
31540;31540;31540;9654;8117
31541;31541;31541;1069;5801
31542;31542;31542;5442;1923
31543;31543;31543;6697;3134
31544;31544;31544;8942;7534
31545;31545;31545;7382;5049
31546;31546;31546;8240;7359
31547;31547;31547;3651;7712
31548;31548;31548;6113;1067
31549;31549;31549;6142;4209
31550;31550;31550;6094;2364
31551;31551;31551;637;9801
31552;31552;31552;8723;5085
31553;31553;31553;6680;5318
31554;31554;31554;5940;4218
31555;31555;31555;8659;4132
31556;31556;31556;548;3300
31557;31557;31557;5278;8058
31558;31558;31558;7810;8018
31559;31559;31559;2480;5480
31560;31560;31560;3756;8596
31561;31561;31561;2159;3645
31562;31562;31562;5840;133
31563;31563;31563;5139;8719
31564;31564;31564;7329;6137
31565;31565;31565;1801;5069
31566;31566;31566;1196;9670
31567;31567;31567;6667;7119
31568;31568;31568;3821;2495
31569;31569;31569;5020;2040
31570;31570;31570;1922;5447
31571;31571;31571;4687;2572
31572;31572;31572;5837;3307
31573;31573;31573;3617;9195
31574;31574;31574;487;155
31575;31575;31575;9168;1263
31576;31576;31576;5142;8518
31577;31577;31577;3155;7511
31578;31578;31578;2618;4957
31579;31579;31579;6973;6575
31580;31580;31580;4404;8
31581;31581;31581;2651;9649
31582;31582;31582;4603;6324
31583;31583;31583;1132;9374
31584;31584;31584;6227;8150
31585;31585;31585;1945;8202
31586;31586;31586;1726;1339
31587;31587;31587;2112;9063
31588;31588;31588;2810;2746
31589;31589;31589;7409;313
31590;31590;31590;7677;8611
31591;31591;31591;8435;4828
31592;31592;31592;6143;9280
31593;31593;31593;4038;7264
31594;31594;31594;5442;2924
31595;31595;31595;5782;9421
31596;31596;31596;2400;1932
31597;31597;31597;7573;407
31598;31598;31598;8328;8419
31599;31599;31599;5388;5956
31600;31600;31600;2705;398
31601;31601;31601;5004;7268
31602;31602;31602;2663;8768
31603;31603;31603;5712;8196
31604;31604;31604;1267;5733
31605;31605;31605;4821;6430
31606;31606;31606;9868;921
31607;31607;31607;2345;4504
31608;31608;31608;5958;7459
31609;31609;31609;385;7104
31610;31610;31610;8687;1410
31611;31611;31611;4563;2410
31612;31612;31612;6886;1203
31613;31613;31613;4839;8636
31614;31614;31614;6640;5191
31615;31615;31615;2806;5943
31616;31616;31616;6563;3925
31617;31617;31617;3739;2919
31618;31618;31618;2353;6333
31619;31619;31619;7834;2671
31620;31620;31620;2498;6907
31621;31621;31621;4289;5389
31622;31622;31622;2469;9598
31623;31623;31623;7963;1257
31624;31624;31624;4801;9385
31625;31625;31625;9323;5343
31626;31626;31626;4051;2035
31627;31627;31627;3951;7743
31628;31628;31628;2790;718
31629;31629;31629;1002;829
31630;31630;31630;6598;5160
31631;31631;31631;5408;1243
31632;31632;31632;5005;6133
31633;31633;31633;8038;6162
31634;31634;31634;95;8051
31635;31635;31635;298;5720
31636;31636;31636;7837;994
31637;31637;31637;508;511
31638;31638;31638;3405;4328
31639;31639;31639;9018;2841
31640;31640;31640;9900;3277
31641;31641;31641;3589;6878
31642;31642;31642;7103;2451
31643;31643;31643;5558;3155
31644;31644;31644;1228;3086
31645;31645;31645;8799;5481
31646;31646;31646;3692;7871
31647;31647;31647;8977;6572
31648;31648;31648;4891;92
31649;31649;31649;6363;6214
31650;31650;31650;4175;8980
31651;31651;31651;2188;5422
31652;31652;31652;5865;4716
31653;31653;31653;8134;2002
31654;31654;31654;8076;2094
31655;31655;31655;4129;2161
31656;31656;31656;1420;8342
31657;31657;31657;3212;1167
31658;31658;31658;8841;8197
31659;31659;31659;3564;6711
31660;31660;31660;2893;3067
31661;31661;31661;2357;6612
31662;31662;31662;7503;8627
31663;31663;31663;3769;9056
31664;31664;31664;3316;4776
31665;31665;31665;7221;1475
31666;31666;31666;5366;8712
31667;31667;31667;3313;7981
31668;31668;31668;7900;3606
31669;31669;31669;2013;1062
31670;31670;31670;7012;9995
31671;31671;31671;9835;3305
31672;31672;31672;5166;3251
31673;31673;31673;7376;2767
31674;31674;31674;8039;6379
31675;31675;31675;1254;3278
31676;31676;31676;5812;7722
31677;31677;31677;5423;3961
31678;31678;31678;9255;4253
31679;31679;31679;9958;7915
31680;31680;31680;5453;6366
31681;31681;31681;9727;4502
31682;31682;31682;6812;6974
31683;31683;31683;1050;2137
31684;31684;31684;2169;4518
31685;31685;31685;7869;5101
31686;31686;31686;1610;2422
31687;31687;31687;7349;838
31688;31688;31688;1381;4848
31689;31689;31689;9075;1697
31690;31690;31690;4712;5207
31691;31691;31691;5941;4680
31692;31692;31692;634;8544
31693;31693;31693;6308;5759
31694;31694;31694;5261;7018
31695;31695;31695;6879;1694
31696;31696;31696;1711;5171
31697;31697;31697;9367;9835
31698;31698;31698;8366;4949
31699;31699;31699;6444;760
31700;31700;31700;7137;1999
31701;31701;31701;2936;4478
31702;31702;31702;2199;9038
31703;31703;31703;1306;670
31704;31704;31704;7824;3180
31705;31705;31705;7044;9040
31706;31706;31706;9939;5311
31707;31707;31707;1853;205
31708;31708;31708;7186;4959
31709;31709;31709;7534;4297
31710;31710;31710;1181;8479
31711;31711;31711;7972;4674
31712;31712;31712;2719;1535
31713;31713;31713;5714;5725
31714;31714;31714;3111;5238
31715;31715;31715;5703;6796
31716;31716;31716;8000;1473
31717;31717;31717;6694;1781
31718;31718;31718;104;7636
31719;31719;31719;6587;2303
31720;31720;31720;7698;7291
31721;31721;31721;9200;2755
31722;31722;31722;4193;2628
31723;31723;31723;351;878
31724;31724;31724;5557;227
31725;31725;31725;9590;1263
31726;31726;31726;4708;6434
31727;31727;31727;3261;8801
31728;31728;31728;722;3490
31729;31729;31729;7126;365
31730;31730;31730;6144;6140
31731;31731;31731;1648;2027
31732;31732;31732;1334;2587
31733;31733;31733;3134;1926
31734;31734;31734;5620;7345
31735;31735;31735;851;4769
31736;31736;31736;6847;8561
31737;31737;31737;2228;1608
31738;31738;31738;5978;7991
31739;31739;31739;2040;1349
31740;31740;31740;9436;262
31741;31741;31741;7594;4983
31742;31742;31742;151;309
31743;31743;31743;7498;1382
31744;31744;31744;3449;3167
31745;31745;31745;2594;3044
31746;31746;31746;5248;4586
31747;31747;31747;1792;189
31748;31748;31748;5748;9376
31749;31749;31749;9573;5512
31750;31750;31750;5651;563
31751;31751;31751;6039;9113
31752;31752;31752;3634;1745
31753;31753;31753;9792;2439
31754;31754;31754;4327;1197
31755;31755;31755;2739;5961
31756;31756;31756;997;8704
31757;31757;31757;9278;6527
31758;31758;31758;6032;3379
31759;31759;31759;9277;734
31760;31760;31760;2908;1851
31761;31761;31761;9848;8817
31762;31762;31762;6082;2141
31763;31763;31763;1235;7679
31764;31764;31764;639;9317
31765;31765;31765;6171;7653
31766;31766;31766;5854;2906
31767;31767;31767;8125;4543
31768;31768;31768;5834;4591
31769;31769;31769;5091;5828
31770;31770;31770;9609;6564
31771;31771;31771;569;413
31772;31772;31772;256;915
31773;31773;31773;6746;7054
31774;31774;31774;9378;2579
31775;31775;31775;2001;9062
31776;31776;31776;9855;4205
31777;31777;31777;7191;1461
31778;31778;31778;4492;72
31779;31779;31779;979;3492
31780;31780;31780;8134;8574
31781;31781;31781;4496;2848
31782;31782;31782;3961;5921
31783;31783;31783;5964;2190
31784;31784;31784;7529;1274
31785;31785;31785;4529;5731
31786;31786;31786;3484;3134
31787;31787;31787;6722;5976
31788;31788;31788;7461;854
31789;31789;31789;1620;92
31790;31790;31790;9936;4645
31791;31791;31791;9437;1174
31792;31792;31792;3519;500
31793;31793;31793;9039;3747
31794;31794;31794;7374;3572
31795;31795;31795;6470;1435
31796;31796;31796;5877;3878
31797;31797;31797;5631;4066
31798;31798;31798;7062;9445
31799;31799;31799;4525;4209
31800;31800;31800;6799;8254
31801;31801;31801;5634;4554
31802;31802;31802;2048;9167
31803;31803;31803;7245;7267
31804;31804;31804;8912;4875
31805;31805;31805;3052;520
31806;31806;31806;1089;3281
31807;31807;31807;398;6873
31808;31808;31808;1151;1554
31809;31809;31809;4744;5732
31810;31810;31810;4306;9348
31811;31811;31811;7799;2187
31812;31812;31812;8624;6992
31813;31813;31813;979;3501
31814;31814;31814;411;2947
31815;31815;31815;9138;9848
31816;31816;31816;9802;7114
31817;31817;31817;7571;1978
31818;31818;31818;6396;5278
31819;31819;31819;3423;2459
31820;31820;31820;7741;1907
31821;31821;31821;6722;9236
31822;31822;31822;3646;8942
31823;31823;31823;1281;859
31824;31824;31824;9657;5568
31825;31825;31825;5545;7386
31826;31826;31826;5715;6924
31827;31827;31827;3701;454
31828;31828;31828;3613;5265
31829;31829;31829;3645;5583
31830;31830;31830;7536;7869
31831;31831;31831;5547;5447
31832;31832;31832;8539;3719
31833;31833;31833;4105;9169
31834;31834;31834;4111;804
31835;31835;31835;2558;8989
31836;31836;31836;8435;3631
31837;31837;31837;289;4279
31838;31838;31838;5358;4229
31839;31839;31839;4717;6992
31840;31840;31840;1844;5518
31841;31841;31841;793;9092
31842;31842;31842;4260;3160
31843;31843;31843;1705;3884
31844;31844;31844;509;6855
31845;31845;31845;6860;9959
31846;31846;31846;7156;1869
31847;31847;31847;9068;47
31848;31848;31848;9305;570
31849;31849;31849;7245;8401
31850;31850;31850;4672;6111
31851;31851;31851;6786;2228
31852;31852;31852;4929;2662
31853;31853;31853;9137;7882
31854;31854;31854;8015;8313
31855;31855;31855;1561;6945
31856;31856;31856;1844;9343
31857;31857;31857;4424;6613
31858;31858;31858;9421;9769
31859;31859;31859;639;9651
31860;31860;31860;8796;7422
31861;31861;31861;11;720
31862;31862;31862;5273;5675
31863;31863;31863;3934;5142
31864;31864;31864;4454;8505
31865;31865;31865;5620;826
31866;31866;31866;8088;4443
31867;31867;31867;926;1953
31868;31868;31868;2978;1211
31869;31869;31869;918;7215
31870;31870;31870;1337;1084
31871;31871;31871;2685;2149
31872;31872;31872;1158;8220
31873;31873;31873;9889;9888
31874;31874;31874;3020;368
31875;31875;31875;5471;1535
31876;31876;31876;974;5264
31877;31877;31877;4230;2843
31878;31878;31878;6236;6347
31879;31879;31879;2861;9015
31880;31880;31880;4406;7770
31881;31881;31881;179;626
31882;31882;31882;1985;4813
31883;31883;31883;5410;8332
31884;31884;31884;6778;4492
31885;31885;31885;4669;5234
31886;31886;31886;9993;8948
31887;31887;31887;6564;8150
31888;31888;31888;971;2200
31889;31889;31889;6817;2300
31890;31890;31890;1493;6311
31891;31891;31891;5981;5890
31892;31892;31892;5574;7638
31893;31893;31893;1381;4407
31894;31894;31894;4084;9092
31895;31895;31895;9806;3240
31896;31896;31896;6633;8180
31897;31897;31897;5767;8076
31898;31898;31898;3726;509
31899;31899;31899;2480;3615
31900;31900;31900;1151;3486
31901;31901;31901;3421;3720
31902;31902;31902;1142;6418
31903;31903;31903;3929;8616
31904;31904;31904;5448;4729
31905;31905;31905;3224;128
31906;31906;31906;8240;8925
31907;31907;31907;5719;42
31908;31908;31908;5325;1744
31909;31909;31909;4034;2894
31910;31910;31910;5401;2996
31911;31911;31911;1488;9981
31912;31912;31912;2905;4493
31913;31913;31913;4992;5706
31914;31914;31914;5084;4308
31915;31915;31915;3547;6282
31916;31916;31916;742;1796
31917;31917;31917;6537;6444
31918;31918;31918;7248;1809
31919;31919;31919;4940;8109
31920;31920;31920;983;7555
31921;31921;31921;7162;4032
31922;31922;31922;4704;3510
31923;31923;31923;2168;5726
31924;31924;31924;4719;9853
31925;31925;31925;3103;8753
31926;31926;31926;2009;7988
31927;31927;31927;9658;1674
31928;31928;31928;5217;8039
31929;31929;31929;3995;9980
31930;31930;31930;3991;9050
31931;31931;31931;8049;5621
31932;31932;31932;240;4359
31933;31933;31933;687;7701
31934;31934;31934;7995;2446
31935;31935;31935;9513;7621
31936;31936;31936;3051;5842
31937;31937;31937;8544;9183
31938;31938;31938;7355;1078
31939;31939;31939;3218;364
31940;31940;31940;817;3553
31941;31941;31941;2889;2725
31942;31942;31942;100;9029
31943;31943;31943;5798;7173
31944;31944;31944;9573;532
31945;31945;31945;6005;2395
31946;31946;31946;7854;6285
31947;31947;31947;3933;6955
31948;31948;31948;1209;6142
31949;31949;31949;2313;1893
31950;31950;31950;4234;2768
31951;31951;31951;3612;6708
31952;31952;31952;3467;9375
31953;31953;31953;3216;5119
31954;31954;31954;3149;9218
31955;31955;31955;8249;1823
31956;31956;31956;1298;6081
31957;31957;31957;9977;3677
31958;31958;31958;9621;6710
31959;31959;31959;30;9248
31960;31960;31960;4808;2377
31961;31961;31961;5689;3273
31962;31962;31962;9755;9921
31963;31963;31963;1825;6256
31964;31964;31964;2246;3166
31965;31965;31965;832;9381
31966;31966;31966;1213;4001
31967;31967;31967;4811;7814
31968;31968;31968;5673;7513
31969;31969;31969;4264;7673
31970;31970;31970;6415;9970
31971;31971;31971;8299;6935
31972;31972;31972;1269;1771
31973;31973;31973;1770;9410
31974;31974;31974;2748;6044
31975;31975;31975;8287;6427
31976;31976;31976;6050;1865
31977;31977;31977;5238;951
31978;31978;31978;5560;4111
31979;31979;31979;8605;9446
31980;31980;31980;5729;7555
31981;31981;31981;1200;8263
31982;31982;31982;3193;1413
31983;31983;31983;6733;7394
31984;31984;31984;4953;6884
31985;31985;31985;7592;3198
31986;31986;31986;5576;2567
31987;31987;31987;8893;227
31988;31988;31988;3839;6045
31989;31989;31989;1680;4592
31990;31990;31990;9130;8114
31991;31991;31991;1923;4621
31992;31992;31992;4706;6219
31993;31993;31993;9589;979
31994;31994;31994;5246;4505
31995;31995;31995;83;1284
31996;31996;31996;8444;3810
31997;31997;31997;3111;7985
31998;31998;31998;1763;8114
31999;31999;31999;5684;3407
32000;32000;32000;9740;2705
32001;32001;32001;428;6009
32002;32002;32002;9929;2218
32003;32003;32003;76;5679
32004;32004;32004;7115;7544
32005;32005;32005;8141;9331
32006;32006;32006;1285;7015
32007;32007;32007;4005;3283
32008;32008;32008;8022;4861
32009;32009;32009;9255;8918
32010;32010;32010;6169;3071
32011;32011;32011;2327;8484
32012;32012;32012;8995;2253
32013;32013;32013;9859;552
32014;32014;32014;3292;7941
32015;32015;32015;864;8889
32016;32016;32016;5867;1531
32017;32017;32017;1201;9463
32018;32018;32018;1524;7322
32019;32019;32019;7396;4709
32020;32020;32020;4520;2928
32021;32021;32021;8506;3355
32022;32022;32022;3294;4622
32023;32023;32023;8123;8507
32024;32024;32024;792;2010
32025;32025;32025;1381;3580
32026;32026;32026;5364;6460
32027;32027;32027;2192;549
32028;32028;32028;3379;4760
32029;32029;32029;7203;7293
32030;32030;32030;2190;3008
32031;32031;32031;288;5592
32032;32032;32032;804;8092
32033;32033;32033;459;1819
32034;32034;32034;145;1804
32035;32035;32035;7743;9883
32036;32036;32036;5737;953
32037;32037;32037;864;6715
32038;32038;32038;6116;9807
32039;32039;32039;2373;1726
32040;32040;32040;2166;4113
32041;32041;32041;3662;8493
32042;32042;32042;8425;4430
32043;32043;32043;1167;3923
32044;32044;32044;9151;9318
32045;32045;32045;206;3042
32046;32046;32046;2611;3183
32047;32047;32047;9527;4098
32048;32048;32048;2753;4024
32049;32049;32049;7719;2909
32050;32050;32050;6899;2800
32051;32051;32051;7057;9819
32052;32052;32052;7508;3445
32053;32053;32053;9241;4349
32054;32054;32054;6521;5673
32055;32055;32055;4736;2947
32056;32056;32056;3996;6143
32057;32057;32057;4619;1425
32058;32058;32058;8961;6477
32059;32059;32059;4953;3250
32060;32060;32060;3079;542
32061;32061;32061;7597;1351
32062;32062;32062;369;1390
32063;32063;32063;5333;9644
32064;32064;32064;1029;8427
32065;32065;32065;9965;1189
32066;32066;32066;2099;5565
32067;32067;32067;9226;2739
32068;32068;32068;6043;7145
32069;32069;32069;2145;715
32070;32070;32070;2725;985
32071;32071;32071;74;6399
32072;32072;32072;2884;641
32073;32073;32073;5218;8866
32074;32074;32074;2283;982
32075;32075;32075;5599;9767
32076;32076;32076;4616;9224
32077;32077;32077;1116;3462
32078;32078;32078;2166;9327
32079;32079;32079;704;5281
32080;32080;32080;7905;2492
32081;32081;32081;4988;9548
32082;32082;32082;6012;7602
32083;32083;32083;7701;1803
32084;32084;32084;1732;5358
32085;32085;32085;9485;8345
32086;32086;32086;5694;5762
32087;32087;32087;8992;9095
32088;32088;32088;7119;6767
32089;32089;32089;6683;9193
32090;32090;32090;8311;5013
32091;32091;32091;2810;8625
32092;32092;32092;5340;6109
32093;32093;32093;40;8818
32094;32094;32094;1549;4462
32095;32095;32095;9808;2119
32096;32096;32096;9518;9349
32097;32097;32097;8701;8795
32098;32098;32098;5931;5134
32099;32099;32099;5998;6016
32100;32100;32100;9208;6306
32101;32101;32101;1995;8568
32102;32102;32102;6021;7193
32103;32103;32103;345;3225
32104;32104;32104;4798;6910
32105;32105;32105;5454;5542
32106;32106;32106;9308;2429
32107;32107;32107;3802;2650
32108;32108;32108;5376;3152
32109;32109;32109;7476;5473
32110;32110;32110;9980;9043
32111;32111;32111;2181;3573
32112;32112;32112;4153;6322
32113;32113;32113;1364;5990
32114;32114;32114;3252;8744
32115;32115;32115;4432;9541
32116;32116;32116;8545;766
32117;32117;32117;1949;4476
32118;32118;32118;5976;7166
32119;32119;32119;8916;4790
32120;32120;32120;1307;7209
32121;32121;32121;1903;4351
32122;32122;32122;7774;4719
32123;32123;32123;6958;17
32124;32124;32124;3988;9855
32125;32125;32125;2185;9870
32126;32126;32126;4692;9839
32127;32127;32127;8104;327
32128;32128;32128;3203;6537
32129;32129;32129;5311;6810
32130;32130;32130;9610;7701
32131;32131;32131;7293;6458
32132;32132;32132;1240;4900
32133;32133;32133;291;2456
32134;32134;32134;799;3911
32135;32135;32135;6355;5400
32136;32136;32136;7049;6096
32137;32137;32137;3136;9672
32138;32138;32138;2467;7710
32139;32139;32139;135;5868
32140;32140;32140;5636;2029
32141;32141;32141;7631;7119
32142;32142;32142;83;4750
32143;32143;32143;5090;6566
32144;32144;32144;3309;2093
32145;32145;32145;5957;862
32146;32146;32146;8963;9422
32147;32147;32147;8686;7289
32148;32148;32148;9075;2212
32149;32149;32149;507;3776
32150;32150;32150;3803;962
32151;32151;32151;5747;9049
32152;32152;32152;7320;5088
32153;32153;32153;9145;265
32154;32154;32154;1805;9794
32155;32155;32155;9352;2358
32156;32156;32156;2319;7339
32157;32157;32157;7514;3969
32158;32158;32158;3522;3252
32159;32159;32159;8896;4786
32160;32160;32160;4655;7350
32161;32161;32161;3649;7649
32162;32162;32162;8151;7783
32163;32163;32163;4255;3647
32164;32164;32164;6319;9616
32165;32165;32165;3406;8194
32166;32166;32166;8248;5421
32167;32167;32167;2602;6116
32168;32168;32168;5161;9571
32169;32169;32169;3578;8471
32170;32170;32170;8879;6838
32171;32171;32171;1272;8269
32172;32172;32172;9091;1128
32173;32173;32173;6938;1778
32174;32174;32174;6881;558
32175;32175;32175;9251;6501
32176;32176;32176;7618;2852
32177;32177;32177;7735;3405
32178;32178;32178;4905;4414
32179;32179;32179;2759;8569
32180;32180;32180;696;7751
32181;32181;32181;869;7507
32182;32182;32182;5689;8314
32183;32183;32183;7236;2534
32184;32184;32184;3350;5231
32185;32185;32185;8328;2553
32186;32186;32186;1484;372
32187;32187;32187;4069;6925
32188;32188;32188;8242;8839
32189;32189;32189;8142;3444
32190;32190;32190;8679;8034
32191;32191;32191;1431;5106
32192;32192;32192;3637;4826
32193;32193;32193;6472;8849
32194;32194;32194;3584;1774
32195;32195;32195;2080;6609
32196;32196;32196;5757;9772
32197;32197;32197;2622;2629
32198;32198;32198;9039;3216
32199;32199;32199;5338;6519
32200;32200;32200;2128;7052
32201;32201;32201;8724;7459
32202;32202;32202;9486;5396
32203;32203;32203;1331;8543
32204;32204;32204;8221;2515
32205;32205;32205;9549;8231
32206;32206;32206;471;5739
32207;32207;32207;8752;3446
32208;32208;32208;2641;6161
32209;32209;32209;3041;2374
32210;32210;32210;1026;3420
32211;32211;32211;2566;1362
32212;32212;32212;8719;6425
32213;32213;32213;6602;8159
32214;32214;32214;1650;9491
32215;32215;32215;6929;5054
32216;32216;32216;4587;9443
32217;32217;32217;9838;4160
32218;32218;32218;8576;6934
32219;32219;32219;4403;6191
32220;32220;32220;2603;3784
32221;32221;32221;5133;9246
32222;32222;32222;5732;4171
32223;32223;32223;9138;5506
32224;32224;32224;1327;5309
32225;32225;32225;6201;6169
32226;32226;32226;7774;4609
32227;32227;32227;8557;5568
32228;32228;32228;3526;6070
32229;32229;32229;6094;4977
32230;32230;32230;2491;6757
32231;32231;32231;6436;4839
32232;32232;32232;2426;1863
32233;32233;32233;8366;6968
32234;32234;32234;9515;8655
32235;32235;32235;9830;387
32236;32236;32236;5507;3729
32237;32237;32237;3447;9263
32238;32238;32238;6380;8831
32239;32239;32239;9492;2086
32240;32240;32240;4170;299
32241;32241;32241;1987;2294
32242;32242;32242;7257;1282
32243;32243;32243;9107;9064
32244;32244;32244;7158;3585
32245;32245;32245;6156;5424
32246;32246;32246;1617;1777
32247;32247;32247;8300;4255
32248;32248;32248;840;7942
32249;32249;32249;3474;4764
32250;32250;32250;6679;8345
32251;32251;32251;5532;3972
32252;32252;32252;466;2478
32253;32253;32253;120;2933
32254;32254;32254;8238;8508
32255;32255;32255;7370;6014
32256;32256;32256;2189;2580
32257;32257;32257;3723;2770
32258;32258;32258;3769;5215
32259;32259;32259;7238;6283
32260;32260;32260;6973;2604
32261;32261;32261;2981;3762
32262;32262;32262;439;4333
32263;32263;32263;1896;9332
32264;32264;32264;2504;3476
32265;32265;32265;3381;2998
32266;32266;32266;8391;7016
32267;32267;32267;1290;3024
32268;32268;32268;4510;166
32269;32269;32269;2145;4887
32270;32270;32270;5161;3978
32271;32271;32271;518;3576
32272;32272;32272;1938;7513
32273;32273;32273;1737;5838
32274;32274;32274;4226;3079
32275;32275;32275;7127;8145
32276;32276;32276;7606;3079
32277;32277;32277;6561;3611
32278;32278;32278;948;5348
32279;32279;32279;8451;2710
32280;32280;32280;5091;2068
32281;32281;32281;708;5413
32282;32282;32282;4524;109
32283;32283;32283;3389;4194
32284;32284;32284;8346;9276
32285;32285;32285;3686;5099
32286;32286;32286;3127;8599
32287;32287;32287;1382;7171
32288;32288;32288;7693;9126
32289;32289;32289;2064;8112
32290;32290;32290;3068;3121
32291;32291;32291;6025;2163
32292;32292;32292;4637;4368
32293;32293;32293;2669;5064
32294;32294;32294;1097;5324
32295;32295;32295;4978;9711
32296;32296;32296;5209;9288
32297;32297;32297;8492;7218
32298;32298;32298;2841;8855
32299;32299;32299;6709;3568
32300;32300;32300;3556;8652
32301;32301;32301;8889;2342
32302;32302;32302;2533;4778
32303;32303;32303;5265;3674
32304;32304;32304;9716;8228
32305;32305;32305;9047;4642
32306;32306;32306;4097;2116
32307;32307;32307;7698;8115
32308;32308;32308;3737;7659
32309;32309;32309;4872;2649
32310;32310;32310;5044;6056
32311;32311;32311;8148;1437
32312;32312;32312;181;8597
32313;32313;32313;3069;1673
32314;32314;32314;8995;6932
32315;32315;32315;8402;5580
32316;32316;32316;8957;1452
32317;32317;32317;1464;9878
32318;32318;32318;6367;7933
32319;32319;32319;621;7609
32320;32320;32320;494;1020
32321;32321;32321;3109;4135
32322;32322;32322;4816;5534
32323;32323;32323;5247;705
32324;32324;32324;4649;928
32325;32325;32325;7358;9308
32326;32326;32326;4101;7027
32327;32327;32327;8790;997
32328;32328;32328;1279;4332
32329;32329;32329;2506;1032
32330;32330;32330;3059;3588
32331;32331;32331;5389;1292
32332;32332;32332;3035;2311
32333;32333;32333;2252;2166
32334;32334;32334;5924;5567
32335;32335;32335;7412;918
32336;32336;32336;6918;4951
32337;32337;32337;5030;5913
32338;32338;32338;6086;8577
32339;32339;32339;6217;1988
32340;32340;32340;716;7158
32341;32341;32341;6562;1586
32342;32342;32342;8361;9168
32343;32343;32343;3791;7207
32344;32344;32344;1621;544
32345;32345;32345;7099;9199
32346;32346;32346;4347;2800
32347;32347;32347;634;9996
32348;32348;32348;6776;8272
32349;32349;32349;4222;6668
32350;32350;32350;5312;3497
32351;32351;32351;1338;4647
32352;32352;32352;5028;7462
32353;32353;32353;8550;6230
32354;32354;32354;2592;6037
32355;32355;32355;6011;5839
32356;32356;32356;3537;7473
32357;32357;32357;3087;7233
32358;32358;32358;7913;2600
32359;32359;32359;7930;3154
32360;32360;32360;6478;2161
32361;32361;32361;4042;2182
32362;32362;32362;8479;9918
32363;32363;32363;1746;2069
32364;32364;32364;550;4369
32365;32365;32365;629;5175
32366;32366;32366;1104;8395
32367;32367;32367;328;4970
32368;32368;32368;7208;4953
32369;32369;32369;7423;7424
32370;32370;32370;3287;1855
32371;32371;32371;638;2655
32372;32372;32372;2297;6077
32373;32373;32373;2528;8909
32374;32374;32374;4029;6547
32375;32375;32375;3703;8058
32376;32376;32376;8526;3905
32377;32377;32377;8414;2393
32378;32378;32378;1124;7254
32379;32379;32379;8134;6174
32380;32380;32380;8755;7853
32381;32381;32381;8300;458
32382;32382;32382;9212;8638
32383;32383;32383;3937;6633
32384;32384;32384;3233;7766
32385;32385;32385;3479;9456
32386;32386;32386;9429;4254
32387;32387;32387;3132;947
32388;32388;32388;8531;8312
32389;32389;32389;614;362
32390;32390;32390;4029;5320
32391;32391;32391;5055;6299
32392;32392;32392;8596;9786
32393;32393;32393;1444;275
32394;32394;32394;9830;6537
32395;32395;32395;5238;7150
32396;32396;32396;5949;8083
32397;32397;32397;5621;1799
32398;32398;32398;5969;8231
32399;32399;32399;6298;9584
32400;32400;32400;4990;9774
32401;32401;32401;7158;3935
32402;32402;32402;7910;6514
32403;32403;32403;6580;1017
32404;32404;32404;8696;7481
32405;32405;32405;3121;638
32406;32406;32406;3097;4996
32407;32407;32407;5623;6765
32408;32408;32408;793;3355
32409;32409;32409;5872;9288
32410;32410;32410;8354;4754
32411;32411;32411;1573;8278
32412;32412;32412;3902;765
32413;32413;32413;2334;1056
32414;32414;32414;7737;9300
32415;32415;32415;4254;8834
32416;32416;32416;8296;1997
32417;32417;32417;65;5198
32418;32418;32418;2822;4369
32419;32419;32419;3748;6282
32420;32420;32420;108;8256
32421;32421;32421;794;6068
32422;32422;32422;8110;1660
32423;32423;32423;2446;7089
32424;32424;32424;312;422
32425;32425;32425;8813;2392
32426;32426;32426;9828;7912
32427;32427;32427;6162;6307
32428;32428;32428;5486;4390
32429;32429;32429;7320;4399
32430;32430;32430;273;3782
32431;32431;32431;7462;862
32432;32432;32432;9675;42
32433;32433;32433;2459;78
32434;32434;32434;5576;8768
32435;32435;32435;7616;9924
32436;32436;32436;4868;74
32437;32437;32437;2970;226
32438;32438;32438;556;6689
32439;32439;32439;199;1679
32440;32440;32440;7816;1117
32441;32441;32441;7056;9694
32442;32442;32442;9077;750
32443;32443;32443;866;4354
32444;32444;32444;723;2632
32445;32445;32445;4683;2997
32446;32446;32446;1805;4163
32447;32447;32447;9739;9531
32448;32448;32448;6520;1679
32449;32449;32449;8557;1861
32450;32450;32450;9934;5000
32451;32451;32451;2749;1907
32452;32452;32452;7515;8683
32453;32453;32453;168;160
32454;32454;32454;1076;897
32455;32455;32455;6375;8106
32456;32456;32456;4356;8385
32457;32457;32457;5922;9257
32458;32458;32458;6095;3033
32459;32459;32459;8409;8881
32460;32460;32460;5198;3079
32461;32461;32461;3403;1219
32462;32462;32462;8405;2150
32463;32463;32463;9773;8264
32464;32464;32464;1797;9264
32465;32465;32465;6846;9699
32466;32466;32466;4659;9933
