pod_id;pod_po_id;pod_it_id;pod_qtity;pod_remainingqtity
25348;25348;25348;3684;4769
25349;25349;25349;4834;5283
25350;25350;25350;1445;4909
25351;25351;25351;8267;903
25352;25352;25352;7840;373
25353;25353;25353;7208;4419
25354;25354;25354;3254;4575
25355;25355;25355;8036;8202
25356;25356;25356;2375;4597
25357;25357;25357;6489;5838
25358;25358;25358;46;8400
25359;25359;25359;6174;862
25360;25360;25360;9356;6167
25361;25361;25361;4930;6301
25362;25362;25362;8031;2449
25363;25363;25363;970;5920
25364;25364;25364;6656;6360
25365;25365;25365;4228;5240
25366;25366;25366;1792;7005
25367;25367;25367;4611;4287
25368;25368;25368;7189;8708
25369;25369;25369;9268;774
25370;25370;25370;2508;8691
25371;25371;25371;4783;7507
25372;25372;25372;6807;126
25373;25373;25373;4721;6146
25374;25374;25374;2249;979
25375;25375;25375;1659;8037
25376;25376;25376;5797;4309
25377;25377;25377;9418;7167
25378;25378;25378;1246;6877
25379;25379;25379;1494;4836
25380;25380;25380;5042;9744
25381;25381;25381;4862;5413
25382;25382;25382;3168;1641
25383;25383;25383;4018;5410
25384;25384;25384;7823;2693
25385;25385;25385;3537;1896
25386;25386;25386;158;122
25387;25387;25387;7554;6283
25388;25388;25388;9141;3982
25389;25389;25389;3729;820
25390;25390;25390;3926;3303
25391;25391;25391;8305;3970
25392;25392;25392;2426;6089
25393;25393;25393;3813;3402
25394;25394;25394;865;6224
25395;25395;25395;810;2944
25396;25396;25396;1589;6061
25397;25397;25397;8801;9366
25398;25398;25398;1215;636
25399;25399;25399;9047;8977
25400;25400;25400;7830;7192
25401;25401;25401;3193;2545
25402;25402;25402;9747;4478
25403;25403;25403;4980;8939
25404;25404;25404;378;7825
25405;25405;25405;3888;9582
25406;25406;25406;1359;270
25407;25407;25407;117;4416
25408;25408;25408;8547;9273
25409;25409;25409;8523;9494
25410;25410;25410;7334;477
25411;25411;25411;5934;1112
25412;25412;25412;208;7316
25413;25413;25413;3528;6384
25414;25414;25414;3827;516
25415;25415;25415;2845;4654
25416;25416;25416;127;7015
25417;25417;25417;5302;40
25418;25418;25418;3762;3730
25419;25419;25419;201;7222
25420;25420;25420;1117;4339
25421;25421;25421;2975;1855
25422;25422;25422;3975;537
25423;25423;25423;2377;4000
25424;25424;25424;8589;4054
25425;25425;25425;9123;2090
25426;25426;25426;7574;1315
25427;25427;25427;3101;6226
25428;25428;25428;3474;4777
25429;25429;25429;5648;9679
25430;25430;25430;7525;8400
25431;25431;25431;7084;8276
25432;25432;25432;8420;3784
25433;25433;25433;9228;1380
25434;25434;25434;6192;9113
25435;25435;25435;6100;3209
25436;25436;25436;660;342
25437;25437;25437;7426;3448
25438;25438;25438;2104;2238
25439;25439;25439;1644;9544
25440;25440;25440;2327;9786
25441;25441;25441;4994;6384
25442;25442;25442;2554;9686
25443;25443;25443;3427;5299
25444;25444;25444;4486;6821
25445;25445;25445;8744;3089
25446;25446;25446;4386;2680
25447;25447;25447;713;5087
25448;25448;25448;8781;5955
25449;25449;25449;6994;1463
25450;25450;25450;6312;8188
25451;25451;25451;9568;950
25452;25452;25452;9289;8457
25453;25453;25453;6928;780
25454;25454;25454;2196;24
25455;25455;25455;2419;8126
25456;25456;25456;619;3913
25457;25457;25457;9626;7246
25458;25458;25458;4169;7550
25459;25459;25459;5894;7713
25460;25460;25460;4820;1688
25461;25461;25461;2684;5291
25462;25462;25462;4119;9583
25463;25463;25463;5258;63
25464;25464;25464;2563;4807
25465;25465;25465;5612;8989
25466;25466;25466;6587;5472
25467;25467;25467;9669;5138
25468;25468;25468;6471;5216
25469;25469;25469;1451;4578
25470;25470;25470;2980;7295
25471;25471;25471;7553;9570
25472;25472;25472;7031;4812
25473;25473;25473;5518;5684
25474;25474;25474;1765;8705
25475;25475;25475;3856;1752
25476;25476;25476;3237;7774
25477;25477;25477;5652;7013
25478;25478;25478;5129;4290
25479;25479;25479;2702;8186
25480;25480;25480;3841;1359
25481;25481;25481;3001;3946
25482;25482;25482;3517;1718
25483;25483;25483;6351;3625
25484;25484;25484;206;276
25485;25485;25485;9729;7785
25486;25486;25486;6864;403
25487;25487;25487;6400;1219
25488;25488;25488;9176;1200
25489;25489;25489;5634;1608
25490;25490;25490;906;2747
25491;25491;25491;4388;8704
25492;25492;25492;8075;8737
25493;25493;25493;7933;5376
25494;25494;25494;1052;5812
25495;25495;25495;4074;156
25496;25496;25496;7226;5756
25497;25497;25497;5792;5903
25498;25498;25498;606;1387
25499;25499;25499;8897;7089
25500;25500;25500;5708;9504
25501;25501;25501;3841;7151
25502;25502;25502;6687;9389
25503;25503;25503;2501;5927
25504;25504;25504;5680;2244
25505;25505;25505;2916;9159
25506;25506;25506;9533;9715
25507;25507;25507;6188;1681
25508;25508;25508;6870;2189
25509;25509;25509;1895;2378
25510;25510;25510;2187;5124
25511;25511;25511;1030;3111
25512;25512;25512;7182;1613
25513;25513;25513;7749;7291
25514;25514;25514;5519;4950
25515;25515;25515;5808;4981
25516;25516;25516;8208;8125
25517;25517;25517;5785;3619
25518;25518;25518;6881;7083
25519;25519;25519;3717;6004
25520;25520;25520;3491;2340
25521;25521;25521;627;454
25522;25522;25522;7754;3163
25523;25523;25523;6203;593
25524;25524;25524;2950;2441
25525;25525;25525;8886;9504
25526;25526;25526;666;7044
25527;25527;25527;5904;2064
25528;25528;25528;7761;110
25529;25529;25529;2927;6752
25530;25530;25530;7076;5280
25531;25531;25531;9384;4448
25532;25532;25532;7377;9697
25533;25533;25533;2936;3216
25534;25534;25534;9528;1095
25535;25535;25535;7662;6260
25536;25536;25536;1554;8440
25537;25537;25537;4603;3237
25538;25538;25538;8074;3919
25539;25539;25539;461;7114
25540;25540;25540;7112;145
25541;25541;25541;5446;3455
25542;25542;25542;2757;6382
25543;25543;25543;98;2744
25544;25544;25544;5989;4576
25545;25545;25545;1214;3008
25546;25546;25546;867;7288
25547;25547;25547;172;6184
25548;25548;25548;6006;8373
25549;25549;25549;9349;2376
25550;25550;25550;2192;9160
25551;25551;25551;2259;6381
25552;25552;25552;5152;6411
25553;25553;25553;4475;4706
25554;25554;25554;8213;8419
25555;25555;25555;6281;4895
25556;25556;25556;5850;5563
25557;25557;25557;1672;776
25558;25558;25558;9967;8285
25559;25559;25559;4565;9151
25560;25560;25560;1145;1951
25561;25561;25561;6067;1367
25562;25562;25562;2119;1705
25563;25563;25563;3941;6552
25564;25564;25564;9647;2818
25565;25565;25565;6431;4295
25566;25566;25566;582;1283
25567;25567;25567;692;5062
25568;25568;25568;4906;192
25569;25569;25569;5947;7230
25570;25570;25570;956;3880
25571;25571;25571;625;3358
25572;25572;25572;8864;7045
25573;25573;25573;6430;81
25574;25574;25574;8366;489
25575;25575;25575;1630;790
25576;25576;25576;5485;6098
25577;25577;25577;5552;6718
25578;25578;25578;1810;7672
25579;25579;25579;6195;9800
25580;25580;25580;6957;5999
25581;25581;25581;5035;2104
25582;25582;25582;1211;4494
25583;25583;25583;1727;7842
25584;25584;25584;9287;3693
25585;25585;25585;9079;6125
25586;25586;25586;8827;9591
25587;25587;25587;4670;8390
25588;25588;25588;1059;9365
25589;25589;25589;7301;9370
25590;25590;25590;1451;9400
25591;25591;25591;2473;9579
25592;25592;25592;6118;228
25593;25593;25593;6969;4887
25594;25594;25594;9411;6050
25595;25595;25595;789;5377
25596;25596;25596;9901;8009
25597;25597;25597;427;3211
25598;25598;25598;2610;2210
25599;25599;25599;1611;3723
25600;25600;25600;191;4342
25601;25601;25601;6884;6744
25602;25602;25602;6076;2795
25603;25603;25603;5977;8713
25604;25604;25604;629;9776
25605;25605;25605;8003;9686
25606;25606;25606;5950;4578
25607;25607;25607;3275;6278
25608;25608;25608;415;8113
25609;25609;25609;3499;9545
25610;25610;25610;5258;4022
25611;25611;25611;1529;7565
25612;25612;25612;198;2066
25613;25613;25613;71;1407
25614;25614;25614;3893;8672
25615;25615;25615;5502;743
25616;25616;25616;9617;8884
25617;25617;25617;277;3729
25618;25618;25618;2599;7179
25619;25619;25619;6583;6809
25620;25620;25620;8364;1307
25621;25621;25621;1680;9826
25622;25622;25622;7012;4584
25623;25623;25623;5264;9113
25624;25624;25624;3047;7398
25625;25625;25625;5402;3732
25626;25626;25626;1889;5584
25627;25627;25627;1613;1274
25628;25628;25628;6176;8943
25629;25629;25629;8405;465
25630;25630;25630;7474;5367
25631;25631;25631;5020;3421
25632;25632;25632;3451;6251
25633;25633;25633;7446;5562
25634;25634;25634;3102;6071
25635;25635;25635;8566;3007
25636;25636;25636;9704;7949
25637;25637;25637;5423;9872
25638;25638;25638;5128;7068
25639;25639;25639;3598;4171
25640;25640;25640;691;2672
25641;25641;25641;1205;5210
25642;25642;25642;666;9567
25643;25643;25643;9264;931
25644;25644;25644;7284;2899
25645;25645;25645;8755;1972
25646;25646;25646;9999;9947
25647;25647;25647;5900;3474
25648;25648;25648;8688;739
25649;25649;25649;7703;3050
25650;25650;25650;5703;1413
25651;25651;25651;8399;3443
25652;25652;25652;6154;2901
25653;25653;25653;3449;847
25654;25654;25654;4142;410
25655;25655;25655;9704;8210
25656;25656;25656;1763;8852
25657;25657;25657;1590;4779
25658;25658;25658;6405;4892
25659;25659;25659;7039;7745
25660;25660;25660;9807;9479
25661;25661;25661;9678;621
25662;25662;25662;9137;4185
25663;25663;25663;5219;1003
25664;25664;25664;5780;1826
25665;25665;25665;2888;742
25666;25666;25666;4343;3321
25667;25667;25667;7078;3722
25668;25668;25668;7968;9372
25669;25669;25669;8064;5228
25670;25670;25670;3043;564
25671;25671;25671;4727;8893
25672;25672;25672;5337;2262
25673;25673;25673;6229;8902
25674;25674;25674;165;2268
25675;25675;25675;8412;167
25676;25676;25676;9806;5911
25677;25677;25677;4541;7839
25678;25678;25678;1299;9047
25679;25679;25679;3713;104
25680;25680;25680;5348;8210
25681;25681;25681;6774;3483
25682;25682;25682;9465;2639
25683;25683;25683;8977;795
25684;25684;25684;4338;8189
25685;25685;25685;5649;7701
25686;25686;25686;2629;5178
25687;25687;25687;7253;9107
25688;25688;25688;7064;1874
25689;25689;25689;5839;8823
25690;25690;25690;8023;7432
25691;25691;25691;1160;2662
25692;25692;25692;752;9747
25693;25693;25693;4095;7333
25694;25694;25694;2098;6083
25695;25695;25695;723;8206
25696;25696;25696;5823;9766
25697;25697;25697;4119;6434
25698;25698;25698;3051;238
25699;25699;25699;121;3910
25700;25700;25700;3938;8659
25701;25701;25701;8758;9322
25702;25702;25702;8404;473
25703;25703;25703;7535;5756
25704;25704;25704;1641;5570
25705;25705;25705;4572;1588
25706;25706;25706;7907;8118
25707;25707;25707;7617;4499
25708;25708;25708;443;5485
25709;25709;25709;4586;8249
25710;25710;25710;8711;8546
25711;25711;25711;1721;9509
25712;25712;25712;9645;9222
25713;25713;25713;2567;8940
25714;25714;25714;3489;1992
25715;25715;25715;8380;9653
25716;25716;25716;2921;7002
25717;25717;25717;6492;4923
25718;25718;25718;4268;3613
25719;25719;25719;9542;5663
25720;25720;25720;7081;7774
25721;25721;25721;405;9769
25722;25722;25722;4234;3300
25723;25723;25723;4037;5887
25724;25724;25724;2611;6867
25725;25725;25725;8004;6424
25726;25726;25726;6010;5978
25727;25727;25727;3707;9403
25728;25728;25728;7679;12
25729;25729;25729;2626;6216
25730;25730;25730;5409;6760
25731;25731;25731;9575;1123
25732;25732;25732;5014;1585
25733;25733;25733;6328;5614
25734;25734;25734;5594;5050
25735;25735;25735;9888;6626
25736;25736;25736;2694;8899
25737;25737;25737;2612;6601
25738;25738;25738;6809;2455
25739;25739;25739;2864;2525
25740;25740;25740;6348;4114
25741;25741;25741;9961;8980
25742;25742;25742;7429;8199
25743;25743;25743;5094;1823
25744;25744;25744;459;8144
25745;25745;25745;9199;2099
25746;25746;25746;8119;1394
25747;25747;25747;338;8957
25748;25748;25748;1101;9565
25749;25749;25749;8102;6747
25750;25750;25750;3053;5087
25751;25751;25751;3032;1638
25752;25752;25752;5152;9375
25753;25753;25753;1441;9578
25754;25754;25754;240;255
25755;25755;25755;5107;9079
25756;25756;25756;3024;722
25757;25757;25757;8115;5382
25758;25758;25758;872;9532
25759;25759;25759;8329;1471
25760;25760;25760;1665;3768
25761;25761;25761;2295;9678
25762;25762;25762;6749;5615
25763;25763;25763;7074;191
25764;25764;25764;6958;5895
25765;25765;25765;7363;5929
25766;25766;25766;696;1863
25767;25767;25767;5806;6552
25768;25768;25768;5921;8271
25769;25769;25769;8608;1154
25770;25770;25770;882;2924
25771;25771;25771;265;9167
25772;25772;25772;5691;9476
25773;25773;25773;2704;5140
25774;25774;25774;3164;7071
25775;25775;25775;7143;261
25776;25776;25776;9853;8893
25777;25777;25777;7558;9292
25778;25778;25778;1854;684
25779;25779;25779;2980;6937
25780;25780;25780;3012;2364
25781;25781;25781;9376;6892
25782;25782;25782;5569;9243
25783;25783;25783;3074;9324
25784;25784;25784;6372;9288
25785;25785;25785;8245;6187
25786;25786;25786;9207;8239
25787;25787;25787;5717;4418
25788;25788;25788;361;8780
25789;25789;25789;6124;3874
25790;25790;25790;2237;3903
25791;25791;25791;7449;1238
25792;25792;25792;2939;9662
25793;25793;25793;1264;2207
25794;25794;25794;3085;7298
25795;25795;25795;6281;2468
25796;25796;25796;9770;5236
25797;25797;25797;8127;361
25798;25798;25798;4451;1505
25799;25799;25799;7231;6073
25800;25800;25800;2319;9057
25801;25801;25801;4594;4209
25802;25802;25802;1335;1088
25803;25803;25803;1072;2777
25804;25804;25804;8255;846
25805;25805;25805;7943;2222
25806;25806;25806;7735;2466
25807;25807;25807;9461;5390
25808;25808;25808;8951;438
25809;25809;25809;6773;7596
25810;25810;25810;9708;7172
25811;25811;25811;4752;5399
25812;25812;25812;7356;1918
25813;25813;25813;2805;529
25814;25814;25814;7730;1461
25815;25815;25815;4481;5774
25816;25816;25816;32;6341
25817;25817;25817;5780;1613
25818;25818;25818;9560;4935
25819;25819;25819;1080;5996
25820;25820;25820;3508;1889
25821;25821;25821;4429;6462
25822;25822;25822;2236;5971
25823;25823;25823;9240;1181
25824;25824;25824;9928;7831
25825;25825;25825;843;1732
25826;25826;25826;7173;6463
25827;25827;25827;1196;2974
25828;25828;25828;9678;5817
25829;25829;25829;2;543
25830;25830;25830;2241;949
25831;25831;25831;3244;1594
25832;25832;25832;853;2853
25833;25833;25833;933;9310
25834;25834;25834;3307;7221
25835;25835;25835;7963;6940
25836;25836;25836;6775;6256
25837;25837;25837;7046;6903
25838;25838;25838;9568;7836
25839;25839;25839;1275;1739
25840;25840;25840;5494;3458
25841;25841;25841;4281;9619
25842;25842;25842;1861;4098
25843;25843;25843;7582;4261
25844;25844;25844;4735;4455
25845;25845;25845;5762;6328
25846;25846;25846;2424;6084
25847;25847;25847;3890;4209
25848;25848;25848;453;9078
25849;25849;25849;9251;2244
25850;25850;25850;176;6051
25851;25851;25851;6994;5978
25852;25852;25852;2806;6129
25853;25853;25853;4346;6121
25854;25854;25854;6795;5887
25855;25855;25855;2102;8571
25856;25856;25856;8629;5125
25857;25857;25857;8490;5078
25858;25858;25858;6668;1148
25859;25859;25859;9827;4762
25860;25860;25860;4676;5978
25861;25861;25861;2575;6743
25862;25862;25862;2545;1314
25863;25863;25863;2324;2898
25864;25864;25864;8525;6053
25865;25865;25865;4389;3267
25866;25866;25866;887;877
25867;25867;25867;126;4138
25868;25868;25868;7627;7207
25869;25869;25869;2447;8260
25870;25870;25870;9705;7852
25871;25871;25871;6058;2697
25872;25872;25872;59;3414
25873;25873;25873;4349;9843
25874;25874;25874;4723;9076
25875;25875;25875;3283;9248
25876;25876;25876;9889;4810
25877;25877;25877;2923;4245
25878;25878;25878;1319;4380
25879;25879;25879;7328;9653
25880;25880;25880;1084;2721
25881;25881;25881;6877;295
25882;25882;25882;2051;1573
25883;25883;25883;5839;485
25884;25884;25884;8079;9696
25885;25885;25885;5105;7607
25886;25886;25886;3220;9780
25887;25887;25887;4288;9167
25888;25888;25888;630;1524
25889;25889;25889;7435;7089
25890;25890;25890;8599;254
25891;25891;25891;3497;3861
25892;25892;25892;144;2088
25893;25893;25893;6808;8408
25894;25894;25894;4561;3275
25895;25895;25895;3026;1995
25896;25896;25896;8666;7472
25897;25897;25897;9624;7466
25898;25898;25898;3427;5218
25899;25899;25899;4362;6105
25900;25900;25900;8965;6086
25901;25901;25901;2303;6903
25902;25902;25902;182;6011
25903;25903;25903;6357;5735
25904;25904;25904;3593;1627
25905;25905;25905;962;7480
25906;25906;25906;8344;8083
25907;25907;25907;2011;9442
25908;25908;25908;3009;639
25909;25909;25909;6953;4710
25910;25910;25910;8411;3999
25911;25911;25911;8937;4107
25912;25912;25912;3016;5260
25913;25913;25913;9031;2619
25914;25914;25914;948;7389
25915;25915;25915;8021;4592
25916;25916;25916;8421;2085
25917;25917;25917;4041;4920
25918;25918;25918;319;5891
25919;25919;25919;1776;2956
25920;25920;25920;6405;2566
25921;25921;25921;5331;5679
25922;25922;25922;1627;8576
25923;25923;25923;3536;1547
25924;25924;25924;7342;1493
25925;25925;25925;4481;1512
25926;25926;25926;5817;5839
25927;25927;25927;5640;3716
25928;25928;25928;6014;8575
25929;25929;25929;1422;2721
25930;25930;25930;8540;4809
25931;25931;25931;4977;6517
25932;25932;25932;1877;3912
25933;25933;25933;1883;8896
25934;25934;25934;9530;7158
25935;25935;25935;3624;7676
25936;25936;25936;2173;4409
25937;25937;25937;4267;7396
25938;25938;25938;1372;2187
25939;25939;25939;7613;3889
25940;25940;25940;908;6875
25941;25941;25941;4649;2019
25942;25942;25942;853;8562
25943;25943;25943;3826;9320
25944;25944;25944;6259;6538
25945;25945;25945;7319;8884
25946;25946;25946;3028;6732
25947;25947;25947;6333;7795
25948;25948;25948;3368;743
25949;25949;25949;9385;6452
25950;25950;25950;1622;3606
25951;25951;25951;2163;8100
25952;25952;25952;1920;7111
25953;25953;25953;7710;8269
25954;25954;25954;433;9892
25955;25955;25955;1821;3378
25956;25956;25956;6915;1410
25957;25957;25957;9001;5217
25958;25958;25958;3200;5156
25959;25959;25959;6859;6743
25960;25960;25960;2872;4187
25961;25961;25961;4923;2355
25962;25962;25962;7194;2592
25963;25963;25963;2937;9936
25964;25964;25964;9814;7742
25965;25965;25965;2904;1125
25966;25966;25966;7045;2595
25967;25967;25967;1800;8406
25968;25968;25968;5868;9669
25969;25969;25969;2882;5847
25970;25970;25970;441;1315
25971;25971;25971;1180;6787
25972;25972;25972;903;644
25973;25973;25973;9312;8154
25974;25974;25974;9637;5880
25975;25975;25975;629;2956
25976;25976;25976;914;1238
25977;25977;25977;8482;5956
25978;25978;25978;2160;9944
25979;25979;25979;5751;9947
25980;25980;25980;3051;9382
25981;25981;25981;463;1201
25982;25982;25982;3139;4713
25983;25983;25983;7993;8983
25984;25984;25984;1380;6079
25985;25985;25985;3900;6367
25986;25986;25986;3643;1502
25987;25987;25987;2636;3001
25988;25988;25988;2256;1032
25989;25989;25989;6108;5407
25990;25990;25990;8880;5194
25991;25991;25991;2338;701
25992;25992;25992;486;7663
25993;25993;25993;9286;1774
25994;25994;25994;570;6754
25995;25995;25995;466;6026
25996;25996;25996;5658;9584
25997;25997;25997;6490;7052
25998;25998;25998;6912;3470
25999;25999;25999;6117;9217
26000;26000;26000;212;9499
26001;26001;26001;9608;8345
26002;26002;26002;9150;6569
26003;26003;26003;6595;2615
26004;26004;26004;8215;1869
26005;26005;26005;9080;7308
26006;26006;26006;3617;1283
26007;26007;26007;7608;3354
26008;26008;26008;2087;4928
26009;26009;26009;7119;952
26010;26010;26010;2306;8490
26011;26011;26011;5614;5316
26012;26012;26012;4648;2719
26013;26013;26013;6497;3100
26014;26014;26014;8930;8085
26015;26015;26015;2952;9664
26016;26016;26016;3864;1665
26017;26017;26017;5900;7591
26018;26018;26018;989;794
26019;26019;26019;8163;4536
26020;26020;26020;3426;1023
26021;26021;26021;8302;1021
26022;26022;26022;3537;7377
26023;26023;26023;5261;5858
26024;26024;26024;9239;5507
26025;26025;26025;3530;6154
26026;26026;26026;282;2729
26027;26027;26027;6500;8403
26028;26028;26028;8060;3004
26029;26029;26029;9298;2125
26030;26030;26030;500;3520
26031;26031;26031;3512;9
26032;26032;26032;6732;960
26033;26033;26033;9970;2959
26034;26034;26034;4387;1200
26035;26035;26035;7585;6248
26036;26036;26036;2988;2789
26037;26037;26037;9391;5189
26038;26038;26038;1671;9284
26039;26039;26039;4773;6816
26040;26040;26040;1122;3266
26041;26041;26041;1930;1516
26042;26042;26042;2568;5499
26043;26043;26043;4243;1198
26044;26044;26044;7834;5154
26045;26045;26045;8957;9257
26046;26046;26046;8264;669
26047;26047;26047;6425;5305
26048;26048;26048;4125;3309
26049;26049;26049;7847;8843
26050;26050;26050;5213;2315
26051;26051;26051;1076;9074
26052;26052;26052;8965;1878
26053;26053;26053;7052;8118
26054;26054;26054;4137;9711
26055;26055;26055;7158;9255
26056;26056;26056;357;8287
26057;26057;26057;8602;5182
26058;26058;26058;8446;6647
26059;26059;26059;1175;416
26060;26060;26060;9842;7944
26061;26061;26061;7680;5782
26062;26062;26062;4042;1212
26063;26063;26063;6637;7103
26064;26064;26064;1468;1988
26065;26065;26065;5763;267
26066;26066;26066;3131;2672
26067;26067;26067;3696;8211
26068;26068;26068;8136;8504
26069;26069;26069;4128;9414
26070;26070;26070;259;1606
26071;26071;26071;781;6510
26072;26072;26072;4686;1360
26073;26073;26073;9925;5536
26074;26074;26074;8492;5901
26075;26075;26075;8577;2049
26076;26076;26076;8036;9996
26077;26077;26077;3595;6784
26078;26078;26078;6666;447
26079;26079;26079;8028;2254
26080;26080;26080;8;7237
26081;26081;26081;5661;3276
26082;26082;26082;8520;2124
26083;26083;26083;4495;7577
26084;26084;26084;522;9033
26085;26085;26085;357;8999
26086;26086;26086;4841;2199
26087;26087;26087;9934;5241
26088;26088;26088;5444;4624
26089;26089;26089;9148;6222
26090;26090;26090;3552;122
26091;26091;26091;3838;6103
26092;26092;26092;7216;204
26093;26093;26093;6838;928
26094;26094;26094;1110;5419
26095;26095;26095;9002;2558
26096;26096;26096;6386;9596
26097;26097;26097;8700;6837
26098;26098;26098;6956;1741
26099;26099;26099;4326;777
26100;26100;26100;9111;4914
26101;26101;26101;1218;2753
26102;26102;26102;6200;6437
26103;26103;26103;4844;7390
26104;26104;26104;2627;3858
26105;26105;26105;8257;472
26106;26106;26106;1633;2719
26107;26107;26107;7517;6114
26108;26108;26108;2680;9910
26109;26109;26109;7865;7241
26110;26110;26110;926;6912
26111;26111;26111;5906;1160
26112;26112;26112;2731;7132
26113;26113;26113;6330;3386
26114;26114;26114;5561;141
26115;26115;26115;4337;2210
26116;26116;26116;2867;9109
26117;26117;26117;4897;2824
26118;26118;26118;3734;7296
26119;26119;26119;4589;6477
26120;26120;26120;8644;1072
26121;26121;26121;6693;5685
26122;26122;26122;6913;1834
26123;26123;26123;7707;5843
26124;26124;26124;7648;4898
26125;26125;26125;6717;8036
26126;26126;26126;5968;2557
26127;26127;26127;9867;168
26128;26128;26128;2760;7308
26129;26129;26129;7839;9174
26130;26130;26130;364;8552
26131;26131;26131;6104;4381
26132;26132;26132;6402;5392
26133;26133;26133;8687;5869
26134;26134;26134;1302;9536
26135;26135;26135;6409;6936
26136;26136;26136;4064;5649
26137;26137;26137;5603;7237
26138;26138;26138;6995;9533
26139;26139;26139;7799;8815
26140;26140;26140;3981;22
26141;26141;26141;8342;920
26142;26142;26142;1688;2826
26143;26143;26143;4952;7785
26144;26144;26144;6217;2829
26145;26145;26145;2534;7009
26146;26146;26146;3141;8145
26147;26147;26147;2908;1092
26148;26148;26148;1553;8444
26149;26149;26149;4559;4764
26150;26150;26150;1569;1747
26151;26151;26151;593;1163
26152;26152;26152;1614;3189
26153;26153;26153;4295;121
26154;26154;26154;7627;4752
26155;26155;26155;8234;6848
26156;26156;26156;6539;6916
26157;26157;26157;9700;7431
26158;26158;26158;4212;9630
26159;26159;26159;6331;4726
26160;26160;26160;6968;9718
26161;26161;26161;6459;5157
26162;26162;26162;6233;4716
26163;26163;26163;8152;8
26164;26164;26164;2;2682
26165;26165;26165;8522;517
26166;26166;26166;3138;4159
26167;26167;26167;107;3241
26168;26168;26168;3448;4883
26169;26169;26169;9734;4813
26170;26170;26170;972;8410
26171;26171;26171;9205;2525
26172;26172;26172;4251;6351
26173;26173;26173;3069;2453
26174;26174;26174;4306;1803
26175;26175;26175;1503;4937
26176;26176;26176;4656;1667
26177;26177;26177;3541;4564
26178;26178;26178;1576;6613
26179;26179;26179;8446;6482
26180;26180;26180;7703;6737
26181;26181;26181;4074;8656
26182;26182;26182;1197;9809
26183;26183;26183;718;3362
26184;26184;26184;2465;1056
26185;26185;26185;6924;9882
26186;26186;26186;7142;8712
26187;26187;26187;7240;6499
26188;26188;26188;3982;3766
26189;26189;26189;7301;6186
26190;26190;26190;4488;1635
26191;26191;26191;4093;3180
26192;26192;26192;8887;1724
26193;26193;26193;6538;8028
26194;26194;26194;4978;849
26195;26195;26195;4199;597
26196;26196;26196;754;2940
26197;26197;26197;8417;9847
26198;26198;26198;8477;8593
26199;26199;26199;3;8310
26200;26200;26200;7365;9538
26201;26201;26201;6295;1394
26202;26202;26202;9847;3706
26203;26203;26203;4398;7788
26204;26204;26204;8111;215
26205;26205;26205;3874;9833
26206;26206;26206;4925;4505
26207;26207;26207;1504;6902
26208;26208;26208;4801;9101
26209;26209;26209;1506;7619
26210;26210;26210;4948;8863
26211;26211;26211;9018;6871
26212;26212;26212;9369;5929
26213;26213;26213;9819;8217
26214;26214;26214;6451;9409
26215;26215;26215;2764;2927
26216;26216;26216;6087;4164
26217;26217;26217;6263;4114
26218;26218;26218;838;962
26219;26219;26219;2367;7737
26220;26220;26220;5419;5432
26221;26221;26221;4464;9966
26222;26222;26222;3740;7820
26223;26223;26223;3487;7779
26224;26224;26224;9169;54
26225;26225;26225;3305;8532
26226;26226;26226;823;7687
26227;26227;26227;901;3144
26228;26228;26228;659;6467
26229;26229;26229;7401;6659
26230;26230;26230;3405;5507
26231;26231;26231;448;9735
26232;26232;26232;371;1361
26233;26233;26233;1635;7259
26234;26234;26234;2330;7503
26235;26235;26235;1994;2501
26236;26236;26236;592;9500
26237;26237;26237;4329;1955
26238;26238;26238;4434;3428
26239;26239;26239;391;4692
26240;26240;26240;5824;516
26241;26241;26241;2947;8813
26242;26242;26242;1215;6110
26243;26243;26243;4680;5907
26244;26244;26244;2370;4753
26245;26245;26245;2668;7727
26246;26246;26246;3507;3558
26247;26247;26247;4691;6015
26248;26248;26248;321;5105
26249;26249;26249;6975;1210
26250;26250;26250;4677;875
26251;26251;26251;8471;7050
26252;26252;26252;386;329
26253;26253;26253;2895;3107
26254;26254;26254;9751;6666
26255;26255;26255;797;1402
26256;26256;26256;6295;2068
26257;26257;26257;1933;9701
26258;26258;26258;6706;7898
26259;26259;26259;5940;7554
26260;26260;26260;7180;2424
26261;26261;26261;8067;7725
26262;26262;26262;6683;3303
26263;26263;26263;5346;650
26264;26264;26264;2155;706
26265;26265;26265;5293;2735
26266;26266;26266;1846;8810
26267;26267;26267;4954;8747
26268;26268;26268;6710;5834
26269;26269;26269;556;3776
26270;26270;26270;3146;3732
26271;26271;26271;9097;909
26272;26272;26272;1625;3767
26273;26273;26273;1093;637
26274;26274;26274;7636;4335
26275;26275;26275;1510;6982
26276;26276;26276;2885;6522
26277;26277;26277;3776;5381
26278;26278;26278;3811;6317
26279;26279;26279;9459;4426
26280;26280;26280;9618;4355
26281;26281;26281;6360;6111
26282;26282;26282;3559;5534
26283;26283;26283;8366;653
26284;26284;26284;5023;2299
26285;26285;26285;6739;3671
26286;26286;26286;7287;8532
26287;26287;26287;2826;3416
26288;26288;26288;6081;6857
26289;26289;26289;8027;2864
26290;26290;26290;7024;825
26291;26291;26291;7013;8900
